LegID,FlightID,ScheduledDepartureDateTime,ScheduledArrivalDateTime,DepartureAirportID,ArrivalAirportID,OperatingAirlineID,MarketingAirlineID,FlightNumber,AircraftID,ActualDepartureDateTime,ActualArrivalDateTime,Status,DelayReasonCode,CreatedAt,UpdatedAt
48001,232268,2025-05-28 16:15:00,2025-05-28 19:24:00,15974,1801,347,278,PR37263288,2326,,,Cancelled,,1747465069,1747465069
48002,83867,2025-05-15 16:00:00,2025-05-15 20:31:00,3687,9184,354,125,JW46157672,7152,,,OnTime,,1747465069,1747465069
48003,308464,2025-05-29 03:45:00,2025-05-29 15:50:00,4397,14929,592,626,BS62405103,2616,,,Delayed,52,1747465069,1747465069
48004,206307,2025-05-19 04:45:00,2025-05-19 12:03:00,7709,5704,120,,RR16373851,,,,Delayed,14,1747465069,1747465069
48005,4256,2025-05-28 21:30:00,2025-05-29 03:56:00,4030,14722,314,148,IW94984087,8550,,,Cancelled,,1747465069,1747465069
48006,135159,2025-05-23 06:45:00,2025-05-23 11:10:00,2987,11808,244,615,TO46643226,5431,,,Delayed,19,1747465069,1747465069
48007,92048,2025-05-24 17:30:00,2025-05-25 04:21:00,330,8825,548,503,YM77583790,6472,,,Scheduled,,1747465069,1747465069
48008,472589,2025-05-14 03:15:00,2025-05-14 08:27:00,12635,7921,404,629,UB91251657,6021,,,OnTime,,1747465069,1747465069
48009,32938,2025-05-20 13:15:00,2025-05-21 06:20:00,972,8669,142,309,QR62474199,,,,Cancelled,,1747465069,1747465069
48010,291277,2025-05-15 13:30:00,2025-05-15 18:51:00,15473,8953,508,219,FN63319229,,2025-05-15 14:06:00,2025-05-15 19:27:00,Delayed,42,1747465069,1747465069
48011,45000,2025-05-25 05:45:00,2025-05-25 14:42:00,13518,3953,497,503,MZ80232514,2293,,,Cancelled,,1747465069,1747465069
48012,121925,2025-05-16 13:45:00,2025-05-17 03:45:00,13058,12117,41,593,PB22739820,,,,OnTime,,1747465069,1747465069
48013,82458,2025-05-16 04:45:00,2025-05-16 15:54:00,7169,13709,342,4,BL78038699,6586,,,OnTime,,1747465069,1747465069
48014,272533,2025-05-17 08:00:00,2025-05-17 10:13:00,4656,1951,265,204,OG92706545XCD,8965,,,OnTime,,1747465069,1747465069
48015,101427,2025-05-11 06:45:00,2025-05-11 23:21:00,13433,14481,114,70,OP07444429,4432,,,OnTime,,1747465069,1747465069
48016,303663,2025-05-15 17:00:00,2025-05-15 22:36:00,13756,11565,109,26,EZ96472478,5394,,,OnTime,,1747465069,1747465069
48017,115053,2025-05-17 23:15:00,2025-05-18 01:50:00,6365,2956,198,373,LD30296004,4941,,,Delayed,45,1747465069,1747465069
48018,242523,2025-05-30 00:30:00,2025-05-30 15:39:00,12048,15131,484,93,WN99033068,2115,,,Cancelled,,1747465069,1747465069
48019,223715,2025-05-24 17:00:00,2025-05-25 03:44:00,10524,6584,457,209,CR90409145,3842,,,Scheduled,,1747465069,1747465069
48020,159743,2025-05-20 08:00:00,2025-05-20 09:49:00,5096,9357,614,168,FW42010352XCD,5528,,,Scheduled,,1747465069,1747465069
48021,210125,2025-05-30 16:45:00,2025-05-30 20:39:00,10668,5704,358,582,GR16640369,6653,,,Cancelled,,1747465069,1747465069
48022,140284,2025-05-27 10:45:00,2025-05-27 16:55:00,11468,4663,101,312,GV28872438,,,,Cancelled,,1747465069,1747465069
48023,28468,2025-05-14 08:00:00,2025-05-14 11:36:00,336,266,420,465,WM56096557XCD,7039,,,OnTime,,1747465069,1747465069
48024,456932,2025-05-27 23:30:00,2025-05-28 07:17:00,395,3146,489,589,FL34960065,,,,Cancelled,,1747465069,1747465069
48025,38784,2025-05-29 07:30:00,2025-05-29 11:24:00,12171,12416,396,394,DR47117281,7540,,,Cancelled,,1747465069,1747465069
48026,331358,2025-05-20 13:30:00,2025-05-21 02:31:00,9047,13933,1,491,FP17394817,8580,,,Delayed,27,1747465069,1747465069
48027,32394,2025-05-22 21:45:00,2025-05-23 08:03:00,15960,826,116,308,PI27211562,4666,,,Cancelled,,1747465069,1747465069
48028,344914,2025-05-28 17:45:00,2025-05-29 06:38:00,3535,5096,142,169,XJ30809452,7647,,,Cancelled,,1747465069,1747465069
48029,61276,2025-05-13 22:45:00,2025-05-14 14:43:00,16166,1123,638,627,DM23675391,2399,,,OnTime,,1747465069,1747465069
48030,309821,2025-05-21 11:45:00,2025-05-21 18:20:00,8622,3267,98,57,RJ51638189,6699,,,Scheduled,,1747465069,1747465069
48031,356677,2025-05-28 05:00:00,2025-05-28 08:14:00,14988,8106,603,448,PJ81079055,790,,,Delayed,26,1747465069,1747465069
48032,65689,2025-05-21 08:30:00,2025-05-21 18:42:00,2560,5398,39,611,OW60341749,,,,Cancelled,,1747465069,1747465069
48033,89533,2025-05-26 00:30:00,2025-05-26 12:19:00,9245,15001,323,344,YT36263771,499,,,Cancelled,,1747465069,1747465069
48034,450599,2025-05-08 18:30:00,2025-05-09 08:40:00,14544,12002,451,211,MD55688928,1467,2025-05-08 19:14:00,2025-05-09 09:24:00,Delayed,56,1747465069,1747465069
48035,26098,2025-05-31 19:45:00,2025-06-01 06:32:00,9430,6681,519,593,PM70894726,427,,,Delayed,79,1747465069,1747465069
48036,269584,2025-05-23 20:45:00,2025-05-24 14:40:00,6639,7568,380,361,LG16006365,1228,,,Cancelled,,1747465069,1747465069
48037,381190,2025-05-17 08:00:00,2025-05-17 10:23:00,1239,16779,454,644,KG88952588XCD,,,,OnTime,,1747465069,1747465069
48038,373239,2025-05-30 11:45:00,2025-05-30 12:56:00,9435,5629,101,377,RS69670264,7304,,,Cancelled,,1747465069,1747465069
48039,300913,2025-05-17 09:45:00,2025-05-17 15:05:00,9725,15433,227,634,JW61207078,2607,,,OnTime,,1747465069,1747465069
48040,88893,2025-05-24 06:15:00,2025-05-24 22:56:00,15472,16900,232,93,ME53529181,4208,,,Scheduled,,1747465069,1747465069
48041,331158,2025-05-15 04:00:00,2025-05-15 07:43:00,14872,15013,207,19,JT26454334,,,,OnTime,,1747465069,1747465069
48042,421178,2025-05-26 08:15:00,2025-05-26 12:17:00,12789,2440,229,65,ZS12786600,,,,Scheduled,,1747465069,1747465069
48043,489660,2025-05-26 15:15:00,2025-05-26 19:23:00,14878,334,506,353,OR82410272,,,,Delayed,51,1747465069,1747465069
48044,406669,2025-05-21 10:00:00,2025-05-22 02:42:00,15230,2096,25,123,EI52899668,9233,,,Scheduled,,1747465069,1747465069
48045,126418,2025-05-21 19:45:00,2025-05-22 05:38:00,7391,9954,78,3,DO52021522,,,,Scheduled,,1747465069,1747465069
48046,379207,2025-05-17 17:30:00,2025-05-17 21:53:00,11395,11188,43,487,JC50690053,,,,Delayed,35,1747465069,1747465069
48047,398103,2025-05-24 08:00:00,2025-05-24 09:28:00,15319,8087,37,400,AP72700913XCD,6436,,,Cancelled,,1747465069,1747465069
48048,312949,2025-05-16 02:45:00,2025-05-16 15:16:00,15676,9518,586,591,RA01560376,6499,,,OnTime,,1747465069,1747465069
48049,211434,2025-05-26 01:15:00,2025-05-26 04:44:00,6501,13235,587,622,FR95948546,5493,,,Scheduled,,1747465069,1747465069
48050,103064,2025-05-10 01:30:00,2025-05-10 11:26:00,7238,13973,247,149,IY66210929,5874,,,Cancelled,,1747465069,1747465069
48051,25071,2025-05-30 11:30:00,2025-05-30 19:38:00,2200,10666,96,,FV64345643,,,,Scheduled,,1747465069,1747465069
48052,129257,2025-05-17 01:15:00,2025-05-17 03:12:00,12948,6594,16,10,NQ43178488,,,,OnTime,,1747465069,1747465069
48053,21951,2025-05-12 17:30:00,2025-05-13 03:20:00,6911,8733,200,161,TM34625704,4813,,,OnTime,,1747465069,1747465069
48054,410369,2025-05-24 23:15:00,2025-05-25 09:34:00,2529,11733,30,205,NJ62792238,5781,,,Delayed,34,1747465069,1747465069
48055,416974,2025-05-28 23:15:00,2025-05-29 05:10:00,7127,5715,649,478,CB39259645,3723,,,Delayed,72,1747465069,1747465069
48056,218390,2025-05-27 12:45:00,2025-05-27 18:02:00,16015,9691,215,168,XQ11094781,1949,,,Scheduled,,1747465069,1747465069
48057,162858,2025-05-16 08:00:00,2025-05-17 01:24:00,4209,8274,479,545,XA07452344,2969,,,OnTime,,1747465069,1747465069
48058,331262,2025-06-01 04:30:00,2025-06-01 09:58:00,8159,16233,75,350,ZF55171804,8661,,,Delayed,31,1747465069,1747465069
48059,111243,2025-05-18 03:30:00,2025-05-18 04:47:00,16745,609,171,133,ND61521645,,,,Cancelled,,1747465069,1747465069
48060,359478,2025-05-20 08:00:00,2025-05-20 09:46:00,10013,2441,527,627,PN03203845XCD,4415,,,Scheduled,,1747465069,1747465069
48061,302616,2025-05-22 21:30:00,2025-05-23 02:06:00,15197,10820,531,416,PQ78884272,9083,,,Delayed,44,1747465069,1747465069
48062,1014,2025-06-02 10:00:00,2025-06-02 15:45:00,6197,12183,534,499,WG80083832,,,,Cancelled,,1747465069,1747465069
48063,376131,2025-05-15 08:00:00,2025-05-15 09:03:00,12053,4889,384,312,WA92508859XCD,5117,2025-05-15 08:55:00,2025-05-15 09:58:00,Delayed,33,1747465069,1747465069
48064,151860,2025-05-27 18:15:00,2025-05-27 23:48:00,3427,4335,438,442,RR60818547,7252,,,Delayed,78,1747465069,1747465069
48065,103643,2025-05-22 22:45:00,2025-05-23 05:37:00,15896,14378,621,50,BK17391467,,,,Scheduled,,1747465069,1747465069
