LegID,FlightID,ScheduledDepartureDateTime,ScheduledArrivalDateTime,DepartureAirportID,ArrivalAirportID,OperatingAirlineID,MarketingAirlineID,FlightNumber,AircraftID,ActualDepartureDateTime,ActualArrivalDateTime,Status,DelayReasonCode,CreatedAt,UpdatedAt
192501,9651,2025-05-14 02:15:00,2025-05-14 10:45:00,6125,9418,56,247,NX21122460,5672,,,OnTime,,1747465069,1747465069
192502,321738,2025-05-20 21:00:00,2025-05-21 02:20:00,14721,3745,56,281,VT69598255,1444,,,Cancelled,,1747465069,1747465069
192503,61738,2025-05-12 10:30:00,2025-05-12 12:24:00,3531,2337,610,28,UT47140295,352,,,OnTime,,1747465069,1747465069
192504,387276,2025-05-19 22:00:00,2025-05-20 04:41:00,3909,3237,178,622,BN84463122,1525,,,Cancelled,,1747465069,1747465069
192505,379802,2025-05-17 11:00:00,2025-05-17 14:54:00,820,14420,576,268,BG68610157,,,,OnTime,,1747465069,1747465069
192506,430727,2025-05-27 07:00:00,2025-05-27 10:43:00,8023,15312,569,383,RA44395530,9018,,,Scheduled,,1747465069,1747465069
192507,101701,2025-05-12 19:00:00,2025-05-12 21:46:00,9853,376,310,305,MV86191498,3854,,,OnTime,,1747465069,1747465069
192508,22054,2025-05-16 03:45:00,2025-05-16 05:27:00,9283,2453,331,353,YZ54890089,1060,2025-05-16 04:20:00,2025-05-16 06:02:00,Delayed,76,1747465069,1747465069
192509,379106,2025-05-13 16:30:00,2025-05-13 21:48:00,13323,2468,609,103,ES96311590,8063,2025-05-13 17:12:00,2025-05-13 22:30:00,Delayed,17,1747465069,1747465069
192510,5025,2025-05-31 03:15:00,2025-05-31 12:39:00,2480,5318,5,81,ES43390097,,,,Scheduled,,1747465069,1747465069
192511,26617,2025-05-22 20:15:00,2025-05-22 23:38:00,14082,13306,650,52,PM90257426,5129,,,Delayed,45,1747465069,1747465069
192512,232153,2025-05-17 05:30:00,2025-05-17 22:04:00,2451,5980,333,,LC35450575,1227,,,OnTime,,1747465069,1747465069
192513,379507,2025-05-21 08:00:00,2025-05-21 11:18:00,10836,14052,21,416,DZ92699985XCD,,,,Delayed,17,1747465069,1747465069
192514,115284,2025-05-14 00:00:00,2025-05-14 01:40:00,15301,16245,62,262,JE29981752,6103,,,OnTime,,1747465069,1747465069
192515,282231,2025-05-12 01:45:00,2025-05-12 07:13:00,11046,2307,556,280,LG86311476,6288,,,OnTime,,1747465069,1747465069
192516,164828,2025-05-30 23:00:00,2025-05-31 16:04:00,8455,12068,506,496,UF10450395,3360,,,Delayed,37,1747465069,1747465069
192517,119545,2025-05-15 10:00:00,2025-05-15 17:16:00,6717,509,317,137,LF90105747,2389,,,OnTime,,1747465069,1747465069
192518,265014,2025-05-21 16:45:00,2025-05-22 04:37:00,12686,11849,232,636,FZ81192222,547,,,Delayed,64,1747465069,1747465069
192519,216591,2025-05-29 12:00:00,2025-05-29 16:39:00,10421,6284,513,84,KO10981050,876,,,Delayed,78,1747465069,1747465069
192520,467193,2025-05-16 09:45:00,2025-05-17 01:35:00,13010,16745,226,281,DU55980458,8099,,,OnTime,,1747465069,1747465069
192521,129497,2025-05-29 23:30:00,2025-05-30 12:53:00,8643,1892,468,597,GG53028573,5042,,,Scheduled,,1747465069,1747465069
192522,38612,2025-05-16 08:00:00,2025-05-16 09:13:00,4063,1969,101,20,KX67847155XCD,1709,,,OnTime,,1747465069,1747465069
192523,313571,2025-05-26 14:30:00,2025-05-26 19:00:00,5302,6259,518,303,BC29052283,,,,Cancelled,,1747465069,1747465069
192524,458616,2025-05-22 12:00:00,2025-05-22 19:54:00,3179,1413,231,599,TT86467658,4688,,,Scheduled,,1747465069,1747465069
192525,199365,2025-05-31 04:00:00,2025-05-31 21:07:00,16191,9675,118,550,IH77589762,,,,Scheduled,,1747465069,1747465069
192526,194675,2025-05-15 05:45:00,2025-05-15 20:52:00,8572,16700,589,425,HA70259255,8899,,,OnTime,,1747465069,1747465069
192527,125208,2025-05-29 00:30:00,2025-05-29 08:30:00,14904,5297,331,429,EN98341030,,,,Scheduled,,1747465069,1747465069
192528,339047,2025-05-20 07:00:00,2025-05-20 19:36:00,10024,16680,396,561,LF81909933,,,,Delayed,61,1747465069,1747465069
192529,149607,2025-05-19 23:15:00,2025-05-20 12:19:00,6560,674,253,259,NN73450763,1914,,,Delayed,45,1747465069,1747465069
192530,106472,2025-05-21 16:15:00,2025-05-22 08:14:00,6233,16504,5,388,XI13931443,5408,,,Scheduled,,1747465069,1747465069
192531,39086,2025-05-19 14:15:00,2025-05-20 02:14:00,7411,16476,629,513,ED06636138,5585,,,Cancelled,,1747465069,1747465069
192532,292064,2025-05-19 14:15:00,2025-05-20 06:45:00,16566,8970,43,30,YL58394935,7854,,,Scheduled,,1747465069,1747465069
192533,80590,2025-05-28 01:45:00,2025-05-28 13:02:00,2333,2139,27,572,AH73974958,9024,,,Delayed,36,1747465069,1747465069
192534,223888,2025-05-26 13:30:00,2025-05-27 01:04:00,12679,3709,636,349,GF01068189,8139,,,Delayed,71,1747465069,1747465069
192535,296157,2025-05-16 23:00:00,2025-05-17 08:53:00,12326,16314,90,599,PE48961354,,,,OnTime,,1747465069,1747465069
192536,146161,2025-05-21 03:00:00,2025-05-21 11:22:00,2462,1070,559,274,XM53995164,8477,,,Scheduled,,1747465069,1747465069
192537,492864,2025-05-24 18:00:00,2025-05-24 19:15:00,10870,12927,594,325,PR49583029,,,,Cancelled,,1747465069,1747465069
192538,90520,2025-05-21 05:15:00,2025-05-21 07:07:00,11196,16649,154,466,FW65351456,,,,Delayed,22,1747465069,1747465069
192539,416433,2025-05-21 03:45:00,2025-05-21 15:32:00,6058,3677,555,231,IG71641664,,,,Delayed,15,1747465069,1747465069
192540,115705,2025-05-31 19:00:00,2025-06-01 01:42:00,4631,39,624,48,EY05435333,6844,,,Delayed,73,1747465069,1747465069
192541,185708,2025-05-18 08:00:00,2025-05-18 10:05:00,7386,2691,481,12,OF73140796XCD,2518,,,Cancelled,,1747465069,1747465069
192542,383221,2025-05-12 10:30:00,2025-05-13 00:37:00,13214,4135,274,105,VU33878161,,,,OnTime,,1747465069,1747465069
192543,352323,2025-05-20 17:15:00,2025-05-21 05:40:00,3482,3291,320,112,VF48428068,1991,,,Scheduled,,1747465069,1747465069
192544,490684,2025-05-08 08:15:00,2025-05-08 09:20:00,15333,6521,134,546,AR12637810,2425,2025-05-08 09:09:00,2025-05-08 10:14:00,Delayed,73,1747465069,1747465069
192545,215009,2025-05-13 12:30:00,2025-05-14 03:52:00,2551,10051,489,418,LN64420124,8186,,,Cancelled,,1747465069,1747465069
192546,469358,2025-05-13 15:00:00,2025-05-13 23:30:00,6042,14768,372,389,VJ54503183,4612,,,OnTime,,1747465069,1747465069
192547,334866,2025-05-28 03:30:00,2025-05-28 05:49:00,4560,5040,62,91,SY77743321,4375,,,Cancelled,,1747465069,1747465069
192548,411215,2025-05-17 08:00:00,2025-05-17 11:20:00,16315,16191,547,626,RI99197907XCD,321,,,OnTime,,1747465069,1747465069
192549,267480,2025-05-20 08:00:00,2025-05-20 11:18:00,11205,8528,118,642,LF35585657XCD,3189,,,Scheduled,,1747465069,1747465069
192550,178596,2025-05-10 07:45:00,2025-05-10 09:16:00,15544,14996,607,640,GM61299867,,,,OnTime,,1747465069,1747465069
192551,181707,2025-05-18 00:15:00,2025-05-18 13:27:00,14007,6350,197,,RA14939686,1226,,,Scheduled,,1747465069,1747465069
192552,275740,2025-05-27 11:15:00,2025-05-27 21:38:00,2581,4847,384,,DE81469469,,,,Scheduled,,1747465069,1747465069
192553,56675,2025-05-11 06:30:00,2025-05-11 11:25:00,8020,8194,649,488,TO19027137,1193,,,OnTime,,1747465069,1747465069
192554,370544,2025-05-23 12:00:00,2025-05-23 18:40:00,2878,3218,192,436,QL13783957,8509,,,Cancelled,,1747465069,1747465069
192555,217227,2025-05-22 04:45:00,2025-05-22 16:26:00,14868,13818,92,389,RD04235926,9493,,,Delayed,44,1747465069,1747465069
192556,311451,2025-05-14 22:15:00,2025-05-15 01:18:00,11375,9048,117,503,ZR44819960,7137,,,OnTime,,1747465069,1747465069
192557,446905,2025-05-22 22:00:00,2025-05-23 07:38:00,6962,15167,21,261,OV89878918,,,,Scheduled,,1747465069,1747465069
192558,420652,2025-05-17 08:00:00,2025-05-17 10:36:00,16783,8593,236,,VD54562273XCD,1716,2025-05-17 08:13:00,2025-05-17 10:49:00,Delayed,13,1747465069,1747465069
192559,353908,2025-05-26 19:45:00,2025-05-27 13:16:00,213,4585,474,85,CE12241072,5343,,,Scheduled,,1747465069,1747465069
192560,169729,2025-05-09 02:00:00,2025-05-09 06:49:00,13100,796,240,98,RD73001717,3017,2025-05-09 02:11:00,2025-05-09 07:00:00,Delayed,52,1747465069,1747465069
192561,406623,2025-05-19 08:00:00,2025-05-19 10:05:00,4008,9815,172,,BE84118351XCD,6352,,,Scheduled,,1747465069,1747465069
192562,311477,2025-05-13 20:00:00,2025-05-14 03:23:00,5755,10080,639,650,FA13254216,5506,2025-05-13 20:30:00,2025-05-14 03:53:00,Delayed,37,1747465069,1747465069
192563,364565,2025-05-14 15:00:00,2025-05-14 21:29:00,14124,12977,4,,WB46353387,,,,Cancelled,,1747465069,1747465069
192564,37361,2025-05-10 21:45:00,2025-05-11 05:54:00,14444,3366,145,,OB89333397,4713,,,OnTime,,1747465069,1747465069
192565,173445,2025-05-19 08:00:00,2025-05-19 10:10:00,16413,12609,626,5,FN81499499XCD,1174,,,Cancelled,,1747465069,1747465069
192566,452339,2025-05-15 05:15:00,2025-05-15 07:23:00,2903,5769,518,437,JP88645275,2382,,,OnTime,,1747465069,1747465069
192567,45034,2025-05-22 09:45:00,2025-05-23 00:28:00,4091,5607,389,432,DU96133788,3045,,,Delayed,41,1747465069,1747465069
192568,306396,2025-05-19 05:00:00,2025-05-19 14:18:00,15425,7277,623,450,NF90851897,2597,,,Cancelled,,1747465069,1747465069
192569,359191,2025-06-02 22:30:00,2025-06-03 07:38:00,863,4872,394,282,ON68516776,541,,,Scheduled,,1747465069,1747465069
192570,19183,2025-05-09 18:15:00,2025-05-10 04:56:00,10625,80,306,218,GM63760793,,,,Cancelled,,1747465069,1747465069
192571,291062,2025-05-22 21:00:00,2025-05-23 10:48:00,1723,6888,321,496,RL12641410,7776,,,Delayed,38,1747465069,1747465069
192572,171019,2025-05-20 18:30:00,2025-05-20 21:43:00,6484,3679,28,374,OQ92444399,2481,,,Cancelled,,1747465069,1747465069
192573,297259,2025-05-14 08:00:00,2025-05-14 11:30:00,3932,6441,242,37,QQ16885671XCD,484,,,OnTime,,1747465069,1747465069
192574,214349,2025-05-16 03:45:00,2025-05-16 12:19:00,16393,3791,612,280,WZ90096448,8223,,,OnTime,,1747465069,1747465069
192575,101680,2025-05-22 08:00:00,2025-05-22 09:37:00,1526,13474,633,111,AD99839214XCD,6759,,,Delayed,24,1747465069,1747465069
192576,153482,2025-06-01 17:45:00,2025-06-02 11:27:00,7112,10895,609,157,UT43499943,8635,,,Delayed,64,1747465069,1747465069
192577,320306,2025-05-22 08:00:00,2025-05-22 09:13:00,15772,13404,521,173,RX65806723XCD,,,,Scheduled,,1747465069,1747465069
192578,197287,2025-05-24 18:00:00,2025-05-25 11:47:00,9568,3526,561,484,YP28709354,3147,,,Scheduled,,1747465069,1747465069
192579,496795,2025-05-24 14:15:00,2025-05-24 18:14:00,12616,13870,321,334,EC26992169,6514,,,Cancelled,,1747465069,1747465069
192580,398055,2025-05-28 12:00:00,2025-05-29 03:36:00,5147,3967,540,491,HK17855094,785,,,Cancelled,,1747465069,1747465069
192581,306848,2025-06-02 05:15:00,2025-06-02 08:51:00,758,15153,122,21,AO20834970,8012,,,Scheduled,,1747465069,1747465069
192582,187190,2025-05-08 15:15:00,2025-05-09 03:31:00,14732,9962,508,238,FT80741547,,,,OnTime,,1747465069,1747465069
192583,320957,2025-05-16 07:00:00,2025-05-16 10:32:00,8734,8392,514,381,YZ68587460,4344,,,Cancelled,,1747465069,1747465069
192584,316065,2025-05-28 22:15:00,2025-05-29 04:17:00,15067,9222,311,223,FL69515463,8632,,,Delayed,24,1747465069,1747465069
192585,151046,2025-05-31 04:00:00,2025-05-31 08:17:00,11820,6884,34,195,KC29430296,5186,,,Scheduled,,1747465069,1747465069
192586,152050,2025-05-10 22:15:00,2025-05-11 09:02:00,13994,7616,86,389,TL39590509,929,2025-05-10 23:04:00,2025-05-11 09:51:00,Delayed,79,1747465069,1747465069
192587,333346,2025-05-30 04:30:00,2025-05-30 11:46:00,15138,7645,219,389,RN29598058,8805,,,Cancelled,,1747465069,1747465069
192588,231427,2025-05-27 00:45:00,2025-05-27 13:19:00,12986,1754,222,467,GX11905279,2280,,,Delayed,78,1747465069,1747465069
192589,174233,2025-05-21 10:00:00,2025-05-21 11:11:00,8718,9624,321,395,IK85864315,,,,Scheduled,,1747465069,1747465069
192590,59960,2025-05-22 12:30:00,2025-05-22 15:47:00,11474,8071,340,68,FY00812693,,,,Delayed,62,1747465069,1747465069
192591,168014,2025-05-20 20:00:00,2025-05-21 06:26:00,8912,3269,409,219,BJ19500157,,,,Cancelled,,1747465069,1747465069
192592,269087,2025-05-22 08:00:00,2025-05-22 11:56:00,5774,3712,342,89,QK25480226XCD,,,,Scheduled,,1747465069,1747465069
192593,421243,2025-05-24 08:00:00,2025-05-24 11:21:00,4783,6542,184,392,KM55302923XCD,6104,,,Cancelled,,1747465069,1747465069
192594,24003,2025-05-11 05:45:00,2025-05-11 23:03:00,59,11008,555,622,NB65761256,3342,2025-05-11 06:39:00,2025-05-11 23:57:00,Delayed,51,1747465069,1747465069
192595,309347,2025-05-08 12:45:00,2025-05-08 22:25:00,11424,2822,149,214,YS48019238,7121,,,OnTime,,1747465069,1747465069
192596,76589,2025-05-26 20:45:00,2025-05-27 05:42:00,15113,2616,380,,UR46159078,,,,Scheduled,,1747465069,1747465069
192597,94814,2025-05-20 03:45:00,2025-05-20 20:09:00,15608,10220,161,381,MF93031552,3351,,,Delayed,28,1747465069,1747465069
192598,386942,2025-05-14 02:45:00,2025-05-14 06:22:00,580,2373,101,284,AB99477215,3533,,,OnTime,,1747465069,1747465069
192599,284643,2025-05-27 09:15:00,2025-05-27 23:56:00,5592,177,213,426,SQ59929310,8187,,,Delayed,31,1747465069,1747465069
192600,312745,2025-05-27 12:30:00,2025-05-28 05:07:00,13293,1451,35,600,NB82034622,,,,Scheduled,,1747465069,1747465069
192601,174433,2025-05-20 01:00:00,2025-05-20 16:22:00,7876,12901,269,564,QS49588619,590,,,Cancelled,,1747465069,1747465069
192602,52653,2025-05-21 01:00:00,2025-05-21 13:10:00,7709,3461,241,226,PH40913240,8653,,,Delayed,52,1747465069,1747465069
192603,347888,2025-05-18 13:30:00,2025-05-18 19:27:00,9380,11516,208,580,WD33320316,4942,,,Cancelled,,1747465069,1747465069
192604,386263,2025-05-14 10:45:00,2025-05-15 00:16:00,16935,7919,425,458,NK06045944,1105,2025-05-14 10:58:00,2025-05-15 00:29:00,Delayed,25,1747465069,1747465069
192605,318229,2025-05-17 22:00:00,2025-05-18 10:31:00,7498,9584,292,290,ST38903505,2274,,,Delayed,45,1747465069,1747465069
192606,209886,2025-05-29 06:00:00,2025-05-29 21:14:00,4041,1920,79,312,PS06560183,7348,,,Cancelled,,1747465069,1747465069
192607,17588,2025-05-18 02:30:00,2025-05-18 10:48:00,10769,12017,448,187,OJ46620936,7866,,,Cancelled,,1747465069,1747465069
192608,470437,2025-05-17 15:00:00,2025-05-18 00:12:00,7660,1973,416,28,YV29489443,9227,,,Scheduled,,1747465069,1747465069
192609,278526,2025-05-23 10:00:00,2025-05-23 21:33:00,5716,12795,441,430,CN83081766,2669,,,Scheduled,,1747465069,1747465069
192610,259283,2025-05-14 18:45:00,2025-05-15 00:11:00,15178,6537,156,632,RZ73698965,7814,,,OnTime,,1747465069,1747465069
192611,22211,2025-05-16 07:15:00,2025-05-16 22:48:00,10017,3310,282,166,YC63175405,,,,OnTime,,1747465069,1747465069
192612,41590,2025-05-27 09:45:00,2025-05-27 15:20:00,5899,12570,295,269,MZ95149343,,,,Scheduled,,1747465069,1747465069
192613,429996,2025-05-16 12:45:00,2025-05-16 22:16:00,11001,5841,172,638,HR98798260,5136,,,Cancelled,,1747465069,1747465069
192614,167149,2025-05-20 00:30:00,2025-05-20 12:05:00,10967,13013,649,259,BG20228384,7105,,,Scheduled,,1747465069,1747465069
192615,445441,2025-05-16 08:00:00,2025-05-16 12:00:00,16656,9989,446,121,KH22921279XCD,1815,,,OnTime,,1747465069,1747465069
192616,261201,2025-05-21 10:00:00,2025-05-22 03:35:00,14389,10991,238,130,PX61698677,6911,,,Delayed,39,1747465069,1747465069
192617,192927,2025-05-20 04:15:00,2025-05-20 18:36:00,12315,4180,282,,XY86752872,9306,,,Cancelled,,1747465069,1747465069
192618,61794,2025-05-12 06:15:00,2025-05-12 08:24:00,4344,1979,470,60,LB04596275,8202,,,OnTime,,1747465069,1747465069
192619,296140,2025-05-22 17:00:00,2025-05-23 10:04:00,919,7785,407,282,KT75202197,4645,,,Cancelled,,1747465069,1747465069
192620,145980,2025-05-24 08:00:00,2025-05-24 10:11:00,13690,6275,623,135,WZ04070316XCD,7330,,,Delayed,61,1747465069,1747465069
192621,7530,2025-05-09 16:15:00,2025-05-10 09:26:00,16865,16758,173,58,XZ56013767,,,,OnTime,,1747465069,1747465069
192622,190721,2025-05-24 10:15:00,2025-05-24 23:13:00,11537,4582,90,81,EY12968310,6012,,,Cancelled,,1747465069,1747465069
192623,10409,2025-05-14 08:00:00,2025-05-14 11:00:00,9905,3583,369,483,VW74405926XCD,5759,,,OnTime,,1747465069,1747465069
192624,493255,2025-05-21 00:15:00,2025-05-21 17:24:00,3722,2326,392,179,CS32486200,8657,,,Scheduled,,1747465069,1747465069
