LegID,FlightID,ScheduledDepartureDateTime,ScheduledArrivalDateTime,DepartureAirportID,ArrivalAirportID,OperatingAirlineID,MarketingAirlineID,FlightNumber,AircraftID,ActualDepartureDateTime,ActualArrivalDateTime,Status,DelayReasonCode,CreatedAt,UpdatedAt
115501,301273,2025-05-23 21:45:00,2025-05-24 15:31:00,5110,12157,539,565,PV02996619,2242,,,Cancelled,,1747465069,1747465069
115502,25542,2025-05-28 17:15:00,2025-05-29 11:08:00,8851,8276,363,415,DI07891483,,,,Scheduled,,1747465069,1747465069
115503,806,2025-05-22 07:15:00,2025-05-22 12:01:00,14748,10954,51,,YW52321656,,,,Delayed,22,1747465069,1747465069
115504,316305,2025-05-14 08:00:00,2025-05-14 09:21:00,742,16320,248,174,WT15925782XCD,1882,,,OnTime,,1747465069,1747465069
115505,356753,2025-05-24 04:00:00,2025-05-24 07:27:00,14029,9096,197,340,WT75149409,7022,,,Cancelled,,1747465069,1747465069
115506,7700,2025-05-28 01:45:00,2025-05-28 12:47:00,14371,942,382,339,OL31488551,8698,,,Cancelled,,1747465069,1747465069
115507,269552,2025-05-15 04:45:00,2025-05-15 14:27:00,9604,6081,607,430,OS50938926,4749,,,OnTime,,1747465069,1747465069
115508,36543,2025-05-12 19:45:00,2025-05-13 08:51:00,4365,1477,429,100,QZ38552275,8036,2025-05-12 20:02:00,2025-05-13 09:08:00,Delayed,17,1747465069,1747465069
115509,227164,2025-05-26 02:45:00,2025-05-26 19:44:00,8342,4666,300,106,IE08741040,9068,,,Cancelled,,1747465069,1747465069
115510,58017,2025-05-25 08:15:00,2025-05-25 14:00:00,9670,13508,307,,FA84494561,4387,,,Cancelled,,1747465069,1747465069
115511,317080,2025-05-21 08:00:00,2025-05-21 11:37:00,3622,9833,176,,GR12141349XCD,8514,,,Scheduled,,1747465069,1747465069
115512,365188,2025-05-24 12:15:00,2025-05-25 04:46:00,16647,12556,412,223,SU59105370,7363,,,Delayed,18,1747465069,1747465069
115513,451961,2025-05-19 13:30:00,2025-05-19 16:36:00,11721,14467,17,251,GI99753621,7783,,,Delayed,62,1747465069,1747465069
115514,493724,2025-05-13 23:15:00,2025-05-14 14:50:00,10925,1267,258,526,GX09857299,2673,,,OnTime,,1747465069,1747465069
115515,79717,2025-05-25 20:45:00,2025-05-26 05:09:00,15811,11840,36,244,FE61005682,3337,,,Delayed,22,1747465069,1747465069
115516,499297,2025-05-25 20:00:00,2025-05-25 21:11:00,10241,9673,391,615,NC16660066,7900,,,Cancelled,,1747465069,1747465069
115517,372150,2025-05-17 13:15:00,2025-05-17 17:52:00,16563,2080,96,468,ZR02159864,360,,,OnTime,,1747465069,1747465069
115518,78868,2025-05-21 09:45:00,2025-05-22 02:03:00,11171,7181,638,281,AQ11381856,3534,,,Scheduled,,1747465069,1747465069
115519,82433,2025-05-16 09:00:00,2025-05-16 21:11:00,13980,12159,243,498,VW46932776,5794,2025-05-16 09:22:00,2025-05-16 21:33:00,Delayed,57,1747465069,1747465069
115520,142429,2025-05-30 13:45:00,2025-05-30 18:19:00,7180,12475,505,6,IO81764751,7344,,,Scheduled,,1747465069,1747465069
115521,387106,2025-05-18 08:00:00,2025-05-18 11:55:00,3035,13909,43,139,ZH42245550XCD,559,,,Cancelled,,1747465069,1747465069
115522,320088,2025-05-26 01:45:00,2025-05-26 16:51:00,3451,5325,260,46,OA07445543,,,,Scheduled,,1747465069,1747465069
115523,182605,2025-05-15 01:00:00,2025-05-15 09:27:00,5172,11277,170,518,TL45261008,523,,,OnTime,,1747465069,1747465069
115524,309243,2025-05-14 11:15:00,2025-05-14 17:05:00,268,1699,589,45,JH06341072,8289,,,Cancelled,,1747465069,1747465069
