LegID,FlightID,ScheduledDepartureDateTime,ScheduledArrivalDateTime,DepartureAirportID,ArrivalAirportID,OperatingAirlineID,MarketingAirlineID,FlightNumber,AircraftID,ActualDepartureDateTime,ActualArrivalDateTime,Status,DelayReasonCode,CreatedAt,UpdatedAt
703501,275763,2025-05-19 08:45:00,2025-05-19 16:25:00,2491,7541,76,160,NB62836131,2474,,,Delayed,64,1747559128,1747559128
703502,243504,2025-05-21 03:30:00,2025-05-21 19:17:00,15267,81,197,,CK64580056,4635,,,Delayed,51,1747559128,1747559128
703503,473697,2025-05-27 10:00:00,2025-05-27 12:14:00,4298,3865,581,94,HW71458444,5769,,,Scheduled,,1747559128,1747559128
703504,487652,2025-05-19 09:30:00,2025-05-19 20:53:00,2561,12582,332,375,NE17131643,,,,Delayed,17,1747559128,1747559128
703505,280132,2025-05-16 11:00:00,2025-05-16 23:13:00,16716,993,446,364,XS16019512,3769,,,OnTime,,1747559128,1747559128
703506,259813,2025-05-31 01:30:00,2025-05-31 08:47:00,3662,15563,432,248,WJ92252362,,,,Scheduled,,1747559128,1747559128
703507,16084,2025-05-27 07:00:00,2025-05-27 10:53:00,14044,11921,546,,PT45172342,,,,Cancelled,,1747559128,1747559128
703508,49400,2025-05-26 12:15:00,2025-05-26 13:33:00,15401,8083,453,319,AU12037653,,,,Cancelled,,1747559128,1747559128
703509,344899,2025-05-30 14:30:00,2025-05-30 22:39:00,4926,16172,626,367,PI25753547,3086,,,Delayed,29,1747559128,1747559128
703510,198592,2025-05-30 13:15:00,2025-05-30 16:47:00,14155,1684,445,,GC11245304XCD,6961,,,Delayed,82,1747559128,1747559128
703511,112373,2025-05-29 03:45:00,2025-05-29 05:45:00,6142,1822,407,147,ZT44553036XCD,6877,,,Cancelled,,1747559128,1747559128
703512,98772,2025-05-15 12:45:00,2025-05-15 20:23:00,15864,13086,645,124,NY59094376,,,,OnTime,,1747559128,1747559128
703513,258048,2025-05-22 22:30:00,2025-05-23 12:19:00,8203,7543,302,537,AF86713603,,,,Delayed,31,1747559128,1747559128
