LegID,FlightID,ScheduledDepartureDateTime,ScheduledArrivalDateTime,DepartureAirportID,ArrivalAirportID,OperatingAirlineID,MarketingAirlineID,FlightNumber,AircraftID,ActualDepartureDateTime,ActualArrivalDateTime,Status,DelayReasonCode,CreatedAt,UpdatedAt
298001,311070,2025-05-17 15:30:00,2025-05-17 20:19:00,6646,2299,222,415,OM51227831,,,,Delayed,24,1747465069,1747465069
298002,253065,2025-05-13 03:45:00,2025-05-13 06:15:00,11669,3356,582,644,EW66390988,4759,,,Cancelled,,1747465069,1747465069
298003,418315,2025-05-11 11:30:00,2025-05-11 19:32:00,15734,3713,630,13,QS66980859,,2025-05-11 12:21:00,2025-05-11 20:23:00,Delayed,76,1747465069,1747465069
298004,321049,2025-05-27 06:45:00,2025-05-27 12:53:00,2807,2870,173,595,DL79335043,3170,,,Scheduled,,1747465069,1747465069
298005,192542,2025-05-24 02:45:00,2025-05-24 18:55:00,6567,12669,531,335,CL24181692,7904,,,Scheduled,,1747465069,1747465069
298006,150242,2025-05-23 12:30:00,2025-05-23 20:48:00,9531,11846,114,356,FR24605717,,,,Cancelled,,1747465069,1747465069
298007,91747,2025-05-19 21:00:00,2025-05-20 10:21:00,9208,15579,551,391,PM71861494,,,,Cancelled,,1747465069,1747465069
298008,52960,2025-05-23 03:45:00,2025-05-23 10:13:00,2392,726,274,641,NG48044639,5776,,,Delayed,33,1747465069,1747465069
298009,221474,2025-05-24 20:00:00,2025-05-25 01:43:00,15201,9083,150,,JH77891870,1034,,,Cancelled,,1747465069,1747465069
298010,257747,2025-05-14 22:00:00,2025-05-14 23:24:00,2894,3186,518,625,QA75004861,4764,,,OnTime,,1747465069,1747465069
298011,71615,2025-05-31 13:30:00,2025-05-31 22:17:00,3235,8659,415,37,HY58670068,2675,,,Scheduled,,1747465069,1747465069
298012,461904,2025-05-22 04:15:00,2025-05-22 09:05:00,967,6546,218,218,CJ81832575,6353,,,Cancelled,,1747465069,1747465069
298013,67464,2025-05-15 04:15:00,2025-05-15 16:54:00,7812,5092,6,242,NP15467089,,,,OnTime,,1747465069,1747465069
298014,268912,2025-05-23 12:45:00,2025-05-24 04:52:00,14959,4440,609,644,QS64097314,1457,,,Delayed,15,1747465069,1747465069
298015,377357,2025-05-29 08:30:00,2025-05-29 11:18:00,5867,13055,617,576,UU66169093,7281,,,Delayed,22,1747465069,1747465069
