LegID,FlightID,ScheduledDepartureDateTime,ScheduledArrivalDateTime,DepartureAirportID,ArrivalAirportID,OperatingAirlineID,MarketingAirlineID,FlightNumber,AircraftID,ActualDepartureDateTime,ActualArrivalDateTime,Status,DelayReasonCode,CreatedAt,UpdatedAt
729501,280735,2025-05-19 01:00:00,2025-05-19 02:28:00,12265,1658,650,68,ZU70418861,,,,Cancelled,,1747559128,1747559128
729502,207954,2025-05-24 19:45:00,2025-05-25 04:45:00,10270,8661,265,107,YG24374199XCD,6252,,,Scheduled,,1747559128,1747559128
729503,447428,2025-05-14 20:30:00,2025-05-15 08:47:00,8660,1533,630,138,GA90231456,4364,,,Cancelled,,1747559128,1747559128
729504,,2025-05-25 08:00:00,2025-05-25 11:42:00,6832,16258,8,139,KI78975870R,5905,,,Scheduled,,1747559128,1747559128
729505,42764,2025-05-17 20:45:00,2025-05-18 05:10:00,5734,3820,345,617,QO04218358,,,,OnTime,,1747559128,1747559128
729506,486227,2025-05-20 09:00:00,2025-05-20 21:06:00,3325,270,422,,MH36738691,6543,,,Scheduled,,1747559128,1747559128
729507,21261,2025-05-11 02:30:00,2025-05-11 04:05:00,14166,14081,436,494,TV80122169,321,,,Cancelled,,1747559128,1747559128
729508,237823,2025-05-24 18:00:00,2025-05-25 11:51:00,4479,6918,485,,SD00823512,5411,,,Scheduled,,1747559128,1747559128
729509,454098,2025-05-19 07:15:00,2025-05-19 17:48:00,54,5797,478,605,VY31350360,667,,,Scheduled,,1747559128,1747559128
729510,84257,2025-05-27 07:00:00,2025-05-27 10:00:00,14054,1474,255,114,CZ04474121,3109,,,Scheduled,,1747559128,1747559128
729511,154168,2025-05-19 09:45:00,2025-05-19 16:10:00,5278,5485,62,459,OJ02036532,6108,,,Delayed,86,1747559128,1747559128
729512,434285,2025-05-25 00:15:00,2025-05-25 08:30:00,9252,478,440,383,AS15768453,9424,,,Delayed,91,1747559128,1747559128
729513,98251,2025-05-24 22:00:00,2025-05-25 09:43:00,9969,6892,56,540,MF30347269,8678,,,Cancelled,,1747559128,1747559128
729514,148661,2025-05-19 21:30:00,2025-05-20 13:16:00,13488,13907,135,176,EQ56251898,,,,Cancelled,,1747559128,1747559128
729515,223053,2025-05-29 08:00:00,2025-05-29 18:38:00,14549,12718,459,,OV60712076,817,,,Scheduled,,1747559128,1747559128
729516,63113,2025-05-25 08:30:00,2025-05-25 12:45:00,8909,11205,212,587,UP83995214,,,,Cancelled,,1747559128,1747559128
729517,,2025-05-22 08:00:00,2025-05-22 09:37:00,2362,1676,48,176,MP08814606R,804,,,Cancelled,,1747559128,1747559128
729518,383040,2025-05-12 00:45:00,2025-05-12 13:16:00,832,10555,283,133,DQ05689040,5742,,,OnTime,,1747559128,1747559128
729519,44238,2025-05-20 02:30:00,2025-05-20 04:11:00,16631,13812,497,386,KY16772307,891,,,Cancelled,,1747559128,1747559128
729520,114034,2025-05-28 08:15:00,2025-05-29 00:35:00,10748,6357,118,38,QS28011425,,,,Cancelled,,1747559128,1747559128
729521,353172,2025-05-29 08:45:00,2025-05-30 01:03:00,313,1837,139,458,BS45053600,,,,Delayed,21,1747559128,1747559128
729522,124905,2025-05-23 16:45:00,2025-05-23 22:39:00,8368,1222,153,279,RQ83207108,2824,,,Cancelled,,1747559128,1747559128
729523,48116,2025-05-12 13:00:00,2025-05-13 00:08:00,5999,421,176,634,LW76059302,7100,,,OnTime,,1747559128,1747559128
729524,7233,2025-05-16 22:30:00,2025-05-17 09:44:00,6113,9367,445,545,JW62065389,5605,,,OnTime,,1747559128,1747559128
729525,182019,2025-05-10 20:15:00,2025-05-11 06:57:00,14145,14093,337,,YK30738002,89,,,OnTime,,1747559128,1747559128
729526,112102,2025-05-21 03:30:00,2025-05-21 19:07:00,9970,4243,644,97,BT85167606,8455,,,Delayed,37,1747559128,1747559128
729527,58499,2025-05-14 03:45:00,2025-05-14 17:19:00,8908,16289,418,236,YY27445083,2369,2025-05-14 04:11:00,2025-05-14 17:45:00,Delayed,18,1747559128,1747559128
729528,,2025-05-23 08:00:00,2025-05-23 09:33:00,473,8755,135,308,AW56705672R,,,,Cancelled,,1747559128,1747559128
729529,42533,2025-05-12 02:30:00,2025-05-12 16:42:00,12730,5835,447,164,VE80799915,1364,,,OnTime,,1747559128,1747559128
729530,327664,2025-05-27 13:15:00,2025-05-28 01:57:00,15632,2471,446,,KB49921177,9012,,,Scheduled,,1747559128,1747559128
729531,320532,2025-05-30 15:00:00,2025-05-31 05:21:00,11041,14272,648,172,HT42730334,6648,,,Cancelled,,1747559128,1747559128
729532,495010,2025-05-31 13:30:00,2025-06-01 03:16:00,365,7512,422,310,OB28570309,2350,,,Cancelled,,1747559128,1747559128
729533,239457,2025-05-11 08:30:00,2025-05-12 00:05:00,4905,9712,410,,DV73693852,5355,,,OnTime,,1747559128,1747559128
729534,80871,2025-05-28 13:15:00,2025-05-29 05:39:00,3986,15184,21,133,NT77466153,,,,Cancelled,,1747559128,1747559128
729535,329461,2025-05-25 11:30:00,2025-05-25 14:59:00,7555,2039,637,,EI37146748,8820,,,Delayed,94,1747559128,1747559128
729536,464135,2025-05-27 15:30:00,2025-05-28 08:03:00,14363,300,317,562,PO58002933,4303,,,Delayed,85,1747559128,1747559128
729537,79429,2025-05-27 07:00:00,2025-05-27 16:49:00,691,39,75,633,LB26825222,6420,,,Cancelled,,1747559128,1747559128
729538,413627,2025-05-26 21:15:00,2025-05-27 10:50:00,5059,14353,19,559,UO86985581,6326,,,Delayed,83,1747559128,1747559128
729539,488824,2025-05-17 20:15:00,2025-05-18 00:22:00,3108,10174,468,546,WQ32728548,74,,,OnTime,,1747559128,1747559128
729540,140911,2025-05-14 01:00:00,2025-05-14 09:00:00,2485,3150,547,75,HG26907715,8562,,,OnTime,,1747559128,1747559128
729541,143322,2025-05-20 10:30:00,2025-05-20 14:42:00,16347,6589,398,70,ML56075798,958,,,Scheduled,,1747559128,1747559128
729542,233031,2025-05-22 02:30:00,2025-05-22 08:50:00,15139,10230,171,555,UD91383470,482,,,Cancelled,,1747559128,1747559128
729543,37587,2025-05-16 07:45:00,2025-05-16 21:24:00,6729,5249,519,76,ZP26439438,,,,OnTime,,1747559128,1747559128
729544,256244,2025-05-30 11:30:00,2025-05-30 22:55:00,10640,6629,197,448,VT87569897,,,,Scheduled,,1747559128,1747559128
729545,207552,2025-05-22 23:30:00,2025-05-23 13:24:00,3384,5900,360,249,BS16767379,4105,,,Delayed,13,1747559128,1747559128
729546,466069,2025-05-17 18:00:00,2025-05-18 11:22:00,1726,5638,307,588,TV63139786XCD,413,,,OnTime,,1747559128,1747559128
729547,59720,2025-05-12 07:45:00,2025-05-12 13:13:00,16050,3375,25,532,WB85160957,,,,OnTime,,1747559128,1747559128
729548,65027,2025-05-16 01:00:00,2025-05-16 07:53:00,12705,12751,322,,OW94593107,1860,2025-05-16 01:51:00,2025-05-16 08:44:00,Delayed,84,1747559128,1747559128
729549,493093,2025-05-13 00:30:00,2025-05-13 08:12:00,13739,8768,417,520,CS92745281XCD,4090,,,OnTime,,1747559128,1747559128
729550,,2025-05-23 08:00:00,2025-05-23 10:30:00,8956,3799,293,,EG53146160R,4716,,,Cancelled,,1747559128,1747559128
729551,378770,2025-05-13 16:15:00,2025-05-14 06:16:00,16358,11939,552,344,FC54419712,8241,,,OnTime,,1747559128,1747559128
729552,,2025-05-24 08:00:00,2025-05-24 10:16:00,2817,266,105,527,FE86747905R,5887,,,Scheduled,,1747559128,1747559128
729553,11978,2025-05-15 18:00:00,2025-05-16 07:59:00,1559,15840,263,175,IK60064373,238,,,OnTime,,1747559128,1747559128
729554,219750,2025-05-31 14:00:00,2025-06-01 06:04:00,4270,11916,3,75,CY13206852,3065,,,Delayed,77,1747559128,1747559128
729555,499501,2025-05-13 22:45:00,2025-05-14 03:55:00,15162,4572,533,486,ZL78734786,2820,,,OnTime,,1747559128,1747559128
729556,41894,2025-05-23 14:45:00,2025-05-24 02:16:00,13228,15644,226,571,EI17770442,4978,,,Scheduled,,1747559128,1747559128
729557,362931,2025-05-30 19:45:00,2025-05-31 02:16:00,11969,6297,108,164,YO73924986,1668,,,Cancelled,,1747559128,1747559128
729558,456055,2025-05-25 02:30:00,2025-05-25 13:30:00,117,7582,136,454,EU70860152,,,,Delayed,12,1747559128,1747559128
729559,,2025-05-15 08:00:00,2025-05-15 09:07:00,6452,15913,341,643,OM77143774R,9478,,,OnTime,,1747559128,1747559128
729560,254115,2025-05-23 15:00:00,2025-05-23 18:33:00,1393,16707,632,594,XB33957879,676,,,Cancelled,,1747559128,1747559128
729561,189575,2025-05-31 21:15:00,2025-06-01 06:20:00,8347,12701,189,,HO54386953,1738,,,Scheduled,,1747559128,1747559128
729562,71569,2025-05-30 07:15:00,2025-05-30 11:50:00,8141,3835,443,192,FK85940818,4189,,,Delayed,88,1747559128,1747559128
729563,36166,2025-05-20 11:45:00,2025-05-20 20:45:00,9368,4288,454,172,QP70097851,,,,Scheduled,,1747559128,1747559128
729564,451728,2025-05-30 23:45:00,2025-05-31 15:17:00,3772,15678,490,444,WG00250564XCD,1684,,,Cancelled,,1747559128,1747559128
729565,61234,2025-05-15 12:00:00,2025-05-15 13:24:00,3684,13932,377,543,QF51045263,2759,,,OnTime,,1747559128,1747559128
729566,,2025-05-25 08:00:00,2025-05-25 10:58:00,3709,3394,8,213,AY15359228R,4719,,,Scheduled,,1747559128,1747559128
729567,398312,2025-05-14 14:45:00,2025-05-15 04:44:00,10666,16638,647,587,BK88253741,5410,2025-05-14 14:56:00,2025-05-15 04:55:00,Delayed,83,1747559128,1747559128
729568,183293,2025-05-17 14:15:00,2025-05-17 23:47:00,5849,9579,246,614,NJ04633242,4429,2025-05-17 14:27:00,2025-05-17 23:59:00,Delayed,64,1747559128,1747559128
729569,86731,2025-05-19 05:00:00,2025-05-19 06:12:00,11983,8164,635,331,EI58916576,5867,,,Delayed,38,1747559128,1747559128
729570,246250,2025-05-30 01:30:00,2025-05-30 15:27:00,1269,7239,147,646,GT67195425XCD,1244,,,Cancelled,,1747559128,1747559128
729571,,2025-05-24 08:00:00,2025-05-24 10:33:00,5358,546,177,152,XF74807204R,,,,Scheduled,,1747559128,1747559128
729572,334104,2025-05-27 02:15:00,2025-05-27 09:41:00,9575,5933,132,512,IT20637150,6291,,,Cancelled,,1747559128,1747559128
729573,133716,2025-05-26 06:15:00,2025-05-26 21:36:00,12764,6069,650,,KG06543683,361,,,Scheduled,,1747559128,1747559128
729574,155739,2025-05-27 14:30:00,2025-05-28 06:51:00,8397,13164,3,633,AC48737080,8673,,,Cancelled,,1747559128,1747559128
729575,240908,2025-05-29 17:00:00,2025-05-30 08:54:00,5639,2912,542,260,KY76176564XCD,7940,,,Cancelled,,1747559128,1747559128
729576,158189,2025-05-29 05:00:00,2025-05-29 14:52:00,14282,14082,349,634,SU92159952XCD,2320,,,Scheduled,,1747559128,1747559128
729577,451728,2025-05-18 23:45:00,2025-05-19 15:17:00,3772,5546,411,600,WG00250564,8081,,,Scheduled,,1747559128,1747559128
729578,253315,2025-05-16 18:30:00,2025-05-16 20:23:00,7435,14844,458,460,FV08259959,834,,,Cancelled,,1747559128,1747559128
729579,115189,2025-05-31 21:45:00,2025-06-01 14:24:00,3186,11532,565,,SQ79494694,,,,Scheduled,,1747559128,1747559128
729580,68424,2025-05-30 20:15:00,2025-05-31 04:56:00,16536,13458,135,271,XA96139377XCD,3544,,,Delayed,62,1747559128,1747559128
729581,430219,2025-05-22 03:45:00,2025-05-22 18:02:00,4815,9555,487,215,YF94734010,8186,,,Cancelled,,1747559128,1747559128
729582,314102,2025-05-26 11:00:00,2025-05-26 16:47:00,3164,9056,158,,XU99725408,3351,,,Scheduled,,1747559128,1747559128
729583,420344,2025-05-12 14:45:00,2025-05-12 16:53:00,9825,2177,363,233,YE30634501,2815,2025-05-12 15:27:00,2025-05-12 17:35:00,Delayed,94,1747559128,1747559128
729584,330342,2025-06-02 12:45:00,2025-06-02 22:45:00,6072,16343,33,231,QR84317468,8913,,,Delayed,55,1747559128,1747559128
729585,372008,2025-05-16 09:30:00,2025-05-16 20:25:00,8438,12036,510,618,ON21996018,,,,OnTime,,1747559128,1747559128
729586,387197,2025-05-15 11:00:00,2025-05-15 23:24:00,136,11592,29,619,QS23202510XCD,2607,2025-05-15 11:51:00,2025-05-16 00:15:00,Delayed,42,1747559128,1747559128
729587,385213,2025-05-22 14:30:00,2025-05-22 22:05:00,9838,7176,523,173,GQ35724583,,,,Scheduled,,1747559128,1747559128
729588,124361,2025-05-15 08:30:00,2025-05-16 01:23:00,16536,15201,460,629,CO22704452,3462,2025-05-15 09:10:00,2025-05-16 02:03:00,Delayed,92,1747559128,1747559128
729589,476266,2025-05-16 09:00:00,2025-05-17 00:30:00,14431,7785,314,433,CU69884941,653,,,OnTime,,1747559128,1747559128
729590,219172,2025-05-18 12:00:00,2025-05-18 20:04:00,6903,7817,343,547,KY38312209,,2025-05-18 12:52:00,2025-05-18 20:56:00,Delayed,91,1747559128,1747559128
729591,114027,2025-05-09 05:15:00,2025-05-09 21:57:00,7690,7749,60,223,SH16352126,4875,,,OnTime,,1747559128,1747559128
729592,141364,2025-05-12 02:00:00,2025-05-12 14:53:00,598,12129,623,198,RD87997992,5059,,,OnTime,,1747559128,1747559128
729593,468355,2025-05-24 20:15:00,2025-05-25 11:50:00,5544,290,546,416,YA26806651,3101,,,Scheduled,,1747559128,1747559128
729594,,2025-05-18 08:00:00,2025-05-18 11:51:00,7808,14051,323,96,BG19200457R,6722,,,Cancelled,,1747559128,1747559128
729595,,2025-05-20 08:00:00,2025-05-20 09:31:00,7315,2224,443,82,UY00459611R,411,,,Delayed,11,1747559128,1747559128
729596,16042,2025-05-16 20:00:00,2025-05-17 05:52:00,7307,5173,318,596,TI70873407,3017,,,OnTime,,1747559128,1747559128
729597,218247,2025-05-09 08:30:00,2025-05-09 17:22:00,1127,630,242,221,RI30320585,6272,2025-05-09 08:49:00,2025-05-09 17:41:00,Delayed,68,1747559128,1747559128
729598,154036,2025-05-31 16:30:00,2025-06-01 01:06:00,1936,12049,181,633,HA34334577,,,,Cancelled,,1747559128,1747559128
729599,442276,2025-05-31 16:15:00,2025-06-01 09:24:00,4999,8243,171,91,ZA70130429,,,,Delayed,27,1747559128,1747559128
729600,173728,2025-05-12 13:30:00,2025-05-12 17:50:00,16028,13606,193,,QQ63641852,8304,,,OnTime,,1747559128,1747559128
729601,,2025-05-24 08:00:00,2025-05-24 11:40:00,2875,97,267,608,LG83446317R,1249,,,Scheduled,,1747559128,1747559128
729602,162278,2025-05-22 21:45:00,2025-05-23 14:49:00,10200,7564,508,414,RQ11106594,5641,,,Scheduled,,1747559128,1747559128
729603,240880,2025-05-28 05:15:00,2025-05-28 19:12:00,14498,6380,169,171,AD07266306,3720,,,Scheduled,,1747559128,1747559128
729604,22615,2025-06-01 10:00:00,2025-06-01 22:43:00,15367,9131,503,,DZ59182088,147,,,Scheduled,,1747559128,1747559128
729605,189066,2025-05-22 19:15:00,2025-05-22 22:27:00,11652,6221,35,549,EX27122249,,,,Scheduled,,1747559128,1747559128
729606,125995,2025-05-11 13:00:00,2025-05-11 15:09:00,7695,15887,130,187,WN70529038,8843,,,OnTime,,1747559128,1747559128
729607,467551,2025-05-15 06:15:00,2025-05-15 08:24:00,965,414,260,16,SR69504956,2027,,,OnTime,,1747559128,1747559128
729608,137891,2025-05-21 16:15:00,2025-05-21 21:15:00,16111,7562,532,,PX88290209,,,,Delayed,37,1747559128,1747559128
729609,469552,2025-05-17 06:00:00,2025-05-17 20:09:00,13616,1482,307,612,KO64393443,,,,OnTime,,1747559128,1747559128
729610,261339,2025-05-14 12:15:00,2025-05-15 04:42:00,1888,12383,44,146,LB00523122,326,,,OnTime,,1747559128,1747559128
729611,25745,2025-05-13 22:30:00,2025-05-14 14:37:00,13192,91,327,4,OO80613247,1356,,,OnTime,,1747559128,1747559128
729612,414259,2025-05-27 05:45:00,2025-05-27 10:56:00,2905,6591,88,575,HS53727526,1606,,,Cancelled,,1747559128,1747559128
729613,112956,2025-05-20 21:30:00,2025-05-21 07:18:00,2217,12131,21,34,JM65274754,3218,,,Delayed,81,1747559128,1747559128
729614,316525,2025-05-26 07:45:00,2025-05-26 15:15:00,6580,3629,58,175,JE04030282,9368,,,Delayed,86,1747559128,1747559128
729615,386649,2025-05-31 16:15:00,2025-05-31 19:12:00,12593,10675,9,440,EJ97178127,8038,,,Scheduled,,1747559128,1747559128
729616,404678,2025-05-18 21:00:00,2025-05-19 14:59:00,9192,3522,604,244,PL74243092,7882,,,Cancelled,,1747559128,1747559128
729617,155490,2025-05-13 00:30:00,2025-05-13 04:29:00,6064,13910,173,452,AL63846300,,2025-05-13 01:26:00,2025-05-13 05:25:00,Delayed,82,1747559128,1747559128
729618,153901,2025-05-14 03:15:00,2025-05-14 16:32:00,2022,16404,538,351,RF84559197,5832,,,OnTime,,1747559128,1747559128
729619,132202,2025-05-20 07:30:00,2025-05-20 19:09:00,11972,13412,435,203,ES13231813,2143,,,Delayed,97,1747559128,1747559128
729620,442339,2025-05-13 11:30:00,2025-05-14 04:59:00,10016,5770,294,517,RC69247743XCD,4492,,,Cancelled,,1747559128,1747559128
729621,113450,2025-05-22 08:00:00,2025-05-22 21:25:00,14352,5053,414,99,UV15012205XCD,5688,,,Cancelled,,1747559128,1747559128
729622,155707,2025-05-14 12:30:00,2025-05-14 19:46:00,9865,8536,7,572,QH91801028XCD,8792,,,OnTime,,1747559128,1747559128
729623,434990,2025-05-18 07:15:00,2025-05-18 08:43:00,8743,5064,450,412,GZ29754958,8900,,,OnTime,,1747559128,1747559128
729624,,2025-05-25 08:00:00,2025-05-25 11:17:00,9891,9665,201,501,VS65548256R,3530,,,Cancelled,,1747559128,1747559128
729625,486467,2025-05-14 09:30:00,2025-05-14 13:51:00,12106,16284,396,,VU09674650,988,,,OnTime,,1747559128,1747559128
729626,310739,2025-05-30 14:45:00,2025-05-31 02:29:00,624,2853,285,,RL48199779,5130,,,Cancelled,,1747559128,1747559128
729627,474242,2025-05-11 09:45:00,2025-05-12 02:21:00,2643,10289,379,129,JT21773614,4386,,,OnTime,,1747559128,1747559128
729628,473289,2025-05-14 13:30:00,2025-05-15 01:22:00,5020,14473,478,17,KC80004814,8140,2025-05-14 14:30:00,2025-05-15 02:22:00,Delayed,13,1747559128,1747559128
729629,189093,2025-06-03 00:15:00,2025-06-03 05:46:00,984,14349,354,424,AO79275589,848,,,Delayed,82,1747559128,1747559128
729630,180000,2025-05-19 13:15:00,2025-05-20 00:00:00,3640,11888,295,278,KV05071435,3145,,,Cancelled,,1747559128,1747559128
729631,91105,2025-05-26 18:45:00,2025-05-27 10:34:00,6126,4347,358,54,LW87686697,8074,,,Scheduled,,1747559128,1747559128
729632,223306,2025-05-28 15:45:00,2025-05-29 00:09:00,11727,1607,628,496,SM72758320,1421,,,Cancelled,,1747559128,1747559128
729633,375716,2025-05-16 13:30:00,2025-05-17 03:41:00,12956,11146,508,461,YE55108545XCD,,,,OnTime,,1747559128,1747559128
729634,92724,2025-05-24 00:45:00,2025-05-24 09:21:00,4039,11575,44,34,EH76944407,4661,,,Scheduled,,1747559128,1747559128
729635,208645,2025-05-20 09:30:00,2025-05-21 03:30:00,3721,16310,408,82,WJ06632707,,,,Delayed,14,1747559128,1747559128
729636,461653,2025-05-27 00:45:00,2025-05-27 07:52:00,13722,9168,495,151,MY06702617,3300,,,Delayed,57,1747559128,1747559128
729637,,2025-05-18 08:00:00,2025-05-18 10:46:00,15498,6390,171,453,HV87528165R,4948,,,Cancelled,,1747559128,1747559128
729638,337413,2025-05-30 01:15:00,2025-05-30 08:13:00,8134,5832,517,633,FG17487071,384,,,Delayed,72,1747559128,1747559128
729639,98286,2025-05-24 00:45:00,2025-05-24 13:32:00,12825,12021,94,364,JW24965514XCD,9494,,,Scheduled,,1747559128,1747559128
729640,258257,2025-05-14 04:30:00,2025-05-14 18:10:00,3893,959,105,175,AE84076987,1151,,,OnTime,,1747559128,1747559128
729641,358886,2025-05-27 03:00:00,2025-05-27 04:23:00,492,2867,629,446,LC82646560,,,,Delayed,52,1747559128,1747559128
729642,106643,2025-06-01 12:15:00,2025-06-01 15:53:00,15288,14324,72,632,TP75750409,,,,Delayed,83,1747559128,1747559128
729643,23412,2025-05-15 03:15:00,2025-05-15 09:05:00,16868,3567,287,126,ZJ66547110,8904,2025-05-15 03:55:00,2025-05-15 09:45:00,Delayed,15,1747559128,1747559128
729644,86374,2025-05-21 23:15:00,2025-05-22 05:53:00,7940,825,476,115,XD91034185,8176,,,Cancelled,,1747559128,1747559128
729645,350318,2025-05-24 11:45:00,2025-05-24 21:40:00,10136,13506,353,471,LA16391846,4691,,,Scheduled,,1747559128,1747559128
729646,174805,2025-05-19 15:00:00,2025-05-20 06:05:00,5185,13823,425,552,NZ21525821,5931,,,Delayed,33,1747559128,1747559128
729647,481431,2025-05-22 04:00:00,2025-05-22 09:31:00,71,2871,337,193,PV21949964,171,,,Cancelled,,1747559128,1747559128
729648,184912,2025-05-27 00:45:00,2025-05-27 05:37:00,16340,13483,544,436,OB65720529XCD,6303,,,Delayed,86,1747559128,1747559128
729649,,2025-05-16 08:00:00,2025-05-16 09:48:00,3745,11631,639,,DM80668412R,9015,,,OnTime,,1747559128,1747559128
729650,206466,2025-05-13 02:15:00,2025-05-13 08:30:00,16990,12554,352,210,DX11218400,3344,,,Cancelled,,1747559128,1747559128
729651,220369,2025-05-09 14:30:00,2025-05-10 00:52:00,3576,8934,486,310,HK75280238,,2025-05-09 15:10:00,2025-05-10 01:32:00,Delayed,68,1747559128,1747559128
729652,110949,2025-05-21 12:45:00,2025-05-21 15:47:00,2299,13088,346,370,GN25583069XCD,,,,Cancelled,,1747559128,1747559128
729653,188023,2025-05-13 09:00:00,2025-05-13 12:34:00,14821,13754,259,324,XG16793857,5811,,,OnTime,,1747559128,1747559128
729654,302232,2025-05-28 22:30:00,2025-05-29 03:39:00,9631,13787,129,47,IJ45368745,,,,Cancelled,,1747559128,1747559128
729655,15042,2025-05-20 13:15:00,2025-05-20 18:53:00,6540,5928,251,528,KN77384624,3833,,,Cancelled,,1747559128,1747559128
729656,457898,2025-05-15 06:15:00,2025-05-15 23:27:00,14603,14215,385,27,LT25253419,,,,OnTime,,1747559128,1747559128
729657,172961,2025-05-26 15:15:00,2025-05-27 03:50:00,15272,3793,229,226,ZC67722404,,,,Delayed,29,1747559128,1747559128
729658,282434,2025-05-27 17:15:00,2025-05-27 22:17:00,5985,13963,44,548,AX39770985,1633,,,Cancelled,,1747559128,1747559128
729659,,2025-05-16 08:00:00,2025-05-16 10:00:00,16731,5576,596,33,QI88300904R,,,,Cancelled,,1747559128,1747559128
729660,,2025-05-18 08:00:00,2025-05-18 11:21:00,11237,6326,551,540,GD48649993R,4810,,,OnTime,,1747559128,1747559128
729661,243184,2025-05-22 02:30:00,2025-05-22 14:14:00,1178,16053,99,94,BG26842832XCD,,,,Cancelled,,1747559128,1747559128
729662,413472,2025-05-30 18:15:00,2025-05-31 03:30:00,12656,11645,359,245,CP59683568,8484,,,Cancelled,,1747559128,1747559128
729663,117932,2025-05-14 19:45:00,2025-05-15 11:45:00,11790,3192,553,,EY08193710,2647,2025-05-14 20:32:00,2025-05-15 12:32:00,Delayed,14,1747559128,1747559128
729664,335579,2025-05-17 12:30:00,2025-05-17 15:00:00,14992,11345,647,469,DS52308525,5873,,,OnTime,,1747559128,1747559128
729665,159412,2025-05-09 03:15:00,2025-05-09 05:54:00,6052,10160,198,615,QP29342416,2197,,,Cancelled,,1747559128,1747559128
729666,486645,2025-05-08 00:45:00,2025-05-08 18:08:00,3921,11922,43,389,CO14159486,4812,,,OnTime,,1747559128,1747559128
729667,250307,2025-05-27 17:45:00,2025-05-28 07:34:00,3643,7660,292,267,FJ29258348,2093,,,Cancelled,,1747559128,1747559128
729668,479320,2025-05-21 21:45:00,2025-05-22 06:06:00,3595,9122,604,451,NL12694357,3491,,,Scheduled,,1747559128,1747559128
729669,326712,2025-05-18 09:00:00,2025-05-18 23:49:00,14791,15155,318,,NF06801548,4112,,,OnTime,,1747559128,1747559128
729670,492040,2025-05-21 01:15:00,2025-05-21 09:01:00,10725,7401,483,541,YI21204026,,,,Scheduled,,1747559128,1747559128
729671,114247,2025-05-28 08:45:00,2025-05-29 00:32:00,14305,1654,372,311,FJ82090189,4034,,,Scheduled,,1747559128,1747559128
729672,410498,2025-05-15 12:45:00,2025-05-16 04:48:00,1749,2580,192,506,NB88527332,,,,Cancelled,,1747559128,1747559128
729673,164265,2025-05-15 01:45:00,2025-05-15 14:07:00,7908,4200,328,8,OS69053111,5407,,,OnTime,,1747559128,1747559128
