LegID,FlightID,ScheduledDepartureDateTime,ScheduledArrivalDateTime,DepartureAirportID,ArrivalAirportID,OperatingAirlineID,MarketingAirlineID,FlightNumber,AircraftID,ActualDepartureDateTime,ActualArrivalDateTime,Status,DelayReasonCode,CreatedAt,UpdatedAt
787501,409054,2025-05-20 18:15:00,2025-05-20 20:23:00,16183,208,574,515,JX22968896,,,,Delayed,69,1747559128,1747559128
787502,495084,2025-05-14 03:45:00,2025-05-14 20:25:00,16679,11332,72,126,JE72878283,4796,,,OnTime,,1747559128,1747559128
787503,8440,2025-05-13 09:00:00,2025-05-13 14:41:00,10969,12066,286,547,GQ86753145,8773,,,OnTime,,1747559128,1747559128
787504,331871,2025-05-20 16:45:00,2025-05-21 00:18:00,11563,14222,295,357,FG58841472,,,,Delayed,76,1747559128,1747559128
787505,,2025-05-17 08:00:00,2025-05-17 11:12:00,10424,584,542,54,AM81760561R,,,,OnTime,,1747559128,1747559128
787506,6559,2025-05-21 21:00:00,2025-05-22 04:59:00,8275,11971,440,,XJ92263874,,,,Scheduled,,1747559128,1747559128
787507,329,2025-05-12 03:45:00,2025-05-12 11:26:00,2611,3314,385,604,WV21296258,5911,,,OnTime,,1747559128,1747559128
787508,351324,2025-05-21 09:15:00,2025-05-21 20:06:00,1698,9416,308,2,ST33753749,4325,,,Scheduled,,1747559128,1747559128
787509,336079,2025-05-19 21:15:00,2025-05-20 12:10:00,4962,8764,2,42,QA43548917,2443,,,Cancelled,,1747559128,1747559128
787510,289855,2025-05-16 15:45:00,2025-05-16 19:42:00,579,3468,194,341,XV39052989,1833,,,OnTime,,1747559128,1747559128
787511,349598,2025-05-18 02:15:00,2025-05-18 15:37:00,8764,7060,23,213,IF08575905,2239,,,OnTime,,1747559128,1747559128
787512,115493,2025-05-21 22:00:00,2025-05-22 01:30:00,9406,2597,399,484,YE39398830,7076,,,Scheduled,,1747559128,1747559128
787513,226045,2025-05-19 04:45:00,2025-05-19 18:55:00,9608,10162,88,189,QE66030200,4203,,,Delayed,58,1747559128,1747559128
787514,,2025-05-20 08:00:00,2025-05-20 10:44:00,1430,3214,210,463,DJ55346102R,3084,,,Delayed,32,1747559128,1747559128
787515,95369,2025-05-29 14:00:00,2025-05-30 07:51:00,5205,5119,146,123,AC05581595,4502,,,Cancelled,,1747559128,1747559128
787516,264519,2025-05-16 08:45:00,2025-05-16 14:44:00,7915,11203,503,,GR59663119XCD,9393,,,Cancelled,,1747559128,1747559128
787517,380927,2025-05-28 15:15:00,2025-05-29 06:47:00,10457,11138,314,462,EF13008803,7722,,,Scheduled,,1747559128,1747559128
787518,47304,2025-05-19 06:15:00,2025-05-19 10:25:00,5517,5153,639,156,BU47554538,8057,,,Scheduled,,1747559128,1747559128
787519,,2025-05-20 08:00:00,2025-05-20 11:26:00,2413,971,481,640,ZI54364094R,4527,,,Scheduled,,1747559128,1747559128
787520,,2025-05-20 08:00:00,2025-05-20 10:23:00,14007,13278,324,7,BR67794755R,8273,,,Delayed,77,1747559128,1747559128
787521,8534,2025-05-12 05:45:00,2025-05-12 08:14:00,14017,12633,101,306,TY65013430,,,,OnTime,,1747559128,1747559128
787522,17956,2025-05-22 07:45:00,2025-05-22 09:54:00,5429,7670,295,255,BF11295852,9303,,,Cancelled,,1747559128,1747559128
787523,132851,2025-05-21 17:15:00,2025-05-21 21:48:00,1049,4457,404,385,JK46345538,4928,,,Scheduled,,1747559128,1747559128
787524,499683,2025-05-19 11:30:00,2025-05-19 17:57:00,10549,16711,64,76,FK59778686,824,,,Delayed,19,1747559128,1747559128
787525,230526,2025-05-18 23:30:00,2025-05-19 09:38:00,7366,9787,231,554,WP83868560XCD,,,,Scheduled,,1747559128,1747559128
787526,,2025-05-25 08:00:00,2025-05-25 09:55:00,10689,15295,134,394,XB34464478R,,,,Delayed,64,1747559128,1747559128
787527,493214,2025-05-24 18:00:00,2025-05-24 19:07:00,10824,5980,531,522,PH75291272,1122,,,Delayed,81,1747559128,1747559128
787528,426550,2025-05-28 19:30:00,2025-05-29 10:04:00,7651,2847,586,,SC18154555,195,,,Delayed,44,1747559128,1747559128
787529,138139,2025-05-13 03:45:00,2025-05-13 12:52:00,6127,11104,214,392,HS31124058,,2025-05-13 04:38:00,2025-05-13 13:45:00,Delayed,48,1747559128,1747559128
787530,284273,2025-05-22 12:00:00,2025-05-22 13:34:00,799,15744,275,120,GK37887790,1070,,,Cancelled,,1747559128,1747559128
787531,316950,2025-05-16 05:30:00,2025-05-16 17:09:00,8261,9079,97,601,XS33772151,6363,2025-05-16 05:42:00,2025-05-16 17:21:00,Delayed,86,1747559128,1747559128
787532,188244,2025-05-20 08:30:00,2025-05-20 21:39:00,903,15271,180,462,XC30334427,,,,Scheduled,,1747559128,1747559128
787533,331583,2025-05-14 03:30:00,2025-05-14 04:51:00,16831,5331,39,72,FI82351104,5895,,,OnTime,,1747559128,1747559128
787534,275169,2025-05-18 22:15:00,2025-05-19 07:47:00,5736,1004,189,327,WU83092524,4442,,,Delayed,86,1747559128,1747559128
787535,43410,2025-05-29 19:15:00,2025-05-29 23:18:00,7232,8304,445,237,QU89768722,,,,Cancelled,,1747559128,1747559128
787536,152049,2025-05-23 05:00:00,2025-05-23 23:00:00,16675,14314,355,553,CO86619267,8027,,,Scheduled,,1747559128,1747559128
