LegID,FlightID,ScheduledDepartureDateTime,ScheduledArrivalDateTime,DepartureAirportID,ArrivalAirportID,OperatingAirlineID,MarketingAirlineID,FlightNumber,AircraftID,ActualDepartureDateTime,ActualArrivalDateTime,Status,DelayReasonCode,CreatedAt,UpdatedAt
559501,156120,2025-05-28 15:30:00,2025-05-28 23:07:00,144,2970,474,186,YW60084392,4334,,,Cancelled,,1747559128,1747559128
559502,120547,2025-05-15 03:00:00,2025-05-15 05:50:00,14498,2548,48,472,QC03527735,9237,,,OnTime,,1747559128,1747559128
559503,302046,2025-05-10 20:30:00,2025-05-11 00:45:00,12636,4299,330,280,RG91464950,2505,,,OnTime,,1747559128,1747559128
559504,441272,2025-05-19 16:00:00,2025-05-20 06:08:00,12209,1417,195,511,YW70229524,2075,,,Scheduled,,1747559128,1747559128
559505,200842,2025-05-28 02:00:00,2025-05-28 04:51:00,583,12771,624,,EA82881246,8828,,,Scheduled,,1747559128,1747559128
559506,13377,2025-05-19 14:00:00,2025-05-19 16:06:00,16038,6146,635,596,DO04024351,722,,,Delayed,55,1747559128,1747559128
559507,,2025-05-24 08:00:00,2025-05-24 11:41:00,1926,5387,630,254,RK43073479R,1043,,,Scheduled,,1747559128,1747559128
559508,213155,2025-05-10 13:45:00,2025-05-11 02:10:00,13295,8240,597,33,JG20622600XCD,4125,,,OnTime,,1747559128,1747559128
559509,185114,2025-05-29 00:45:00,2025-05-29 13:37:00,473,9318,507,588,LM28598019,5660,,,Cancelled,,1747559128,1747559128
559510,164586,2025-05-17 08:45:00,2025-05-17 10:49:00,3856,3631,294,24,BX76481494,7354,2025-05-17 09:31:00,2025-05-17 11:35:00,Delayed,39,1747559128,1747559128
559511,,2025-05-18 08:00:00,2025-05-18 10:54:00,7588,2295,288,,TD20444089R,6367,,,OnTime,,1747559128,1747559128
559512,180415,2025-05-11 16:00:00,2025-05-12 01:33:00,15662,13481,251,399,ZA74915493,141,,,OnTime,,1747559128,1747559128
559513,386303,2025-06-01 21:45:00,2025-06-02 02:42:00,1386,9510,86,502,HV82275611,435,,,Cancelled,,1747559128,1747559128
559514,25191,2025-05-30 01:00:00,2025-05-30 04:56:00,1499,10349,183,283,XN19986962,,,,Delayed,99,1747559128,1747559128
