OperationalFlightLegID,CrewMemberID,AssignedRole,CreatedAt
181667,472142,Flight Attendant,1748004081
181668,442697,Captain,1748004081
181668,384695,Purser,1748004081
181668,217419,Flight Attendant,1748004081
181669,235612,Captain,1748004081
181669,272099,Purser,1748004081
181669,100548,Flight Attendant,1748004081
181670,270193,Captain,1748004081
181670,42464,Purser,1748004081
181670,331567,Flight Attendant,1748004081
181671,454062,Captain,1748004081
181671,425524,Purser,1748004081
181671,470404,Flight Attendant,1748004081
181672,61077,Captain,1748004081
181672,119626,Purser,1748004081
181672,137226,Flight Attendant,1748004081
181673,53070,Captain,1748004081
181673,39707,Purser,1748004081
181673,125706,Flight Attendant,1748004081
181674,294744,Captain,1748004081
181674,245258,Purser,1748004081
181674,446785,Flight Attendant,1748004081
181675,372982,Captain,1748004081
181675,134627,Purser,1748004081
181675,142000,Flight Attendant,1748004081
181676,174554,Captain,1748004081
181676,744,Purser,1748004081
181676,143221,Flight Attendant,1748004081
181677,25039,Captain,1748004081
181677,332022,Purser,1748004081
181677,20826,Flight Attendant,1748004081
181678,360686,Captain,1748004081
181678,292619,Purser,1748004081
181678,27127,Flight Attendant,1748004081
181679,154112,Captain,1748004081
181679,335456,Purser,1748004081
181679,88716,Flight Attendant,1748004081
181680,412216,Captain,1748004081
181680,341418,Purser,1748004081
181680,131214,Flight Attendant,1748004081
181681,237808,Captain,1748004081
181681,436694,Purser,1748004081
181681,249829,Flight Attendant,1748004081
181682,42122,Captain,1748004081
181682,186323,Purser,1748004081
181682,94269,Flight Attendant,1748004081
181683,352485,Captain,1748004081
181683,250337,Purser,1748004081
181683,78304,Flight Attendant,1748004081
181684,303663,Captain,1748004081
181684,99429,Purser,1748004081
181684,261961,Flight Attendant,1748004082
181685,421285,Captain,1748004082
181685,415160,Purser,1748004082
181685,315203,Flight Attendant,1748004082
181686,357052,Captain,1748004082
181686,379238,Purser,1748004082
181686,341085,Flight Attendant,1748004082
181687,274530,Captain,1748004082
181687,229162,Purser,1748004082
181687,111661,Flight Attendant,1748004082
181688,464545,Captain,1748004082
181688,152979,Purser,1748004082
181688,262915,Flight Attendant,1748004082
181689,454548,Captain,1748004082
181689,426788,Purser,1748004082
181689,442435,Flight Attendant,1748004082
181690,55472,Captain,1748004082
181690,78204,Purser,1748004082
181690,119428,Flight Attendant,1748004082
181691,360901,Captain,1748004082
181691,331735,Purser,1748004082
181691,429366,Flight Attendant,1748004082
181692,185536,Captain,1748004082
181692,84516,Purser,1748004082
181692,295639,Flight Attendant,1748004082
181693,487268,Captain,1748004082
181693,369497,Purser,1748004082
181693,410042,Flight Attendant,1748004082
181694,482177,Captain,1748004082
181694,490794,Purser,1748004082
181694,1897,Flight Attendant,1748004082
181695,137485,Captain,1748004082
181695,214337,Purser,1748004082
181695,318934,Flight Attendant,1748004082
181696,22123,Captain,1748004082
181696,182191,Purser,1748004082
181696,90479,Flight Attendant,1748004082
181697,67803,Captain,1748004082
181697,486812,Purser,1748004082
181697,264863,Flight Attendant,1748004082
181698,416320,Captain,1748004082
181698,2119,Purser,1748004082
181698,193834,Flight Attendant,1748004082
181699,465484,Captain,1748004082
181699,261962,Purser,1748004082
181699,424763,Flight Attendant,1748004082
181700,29718,Captain,1748004082
181700,363432,Purser,1748004082
181700,71057,Flight Attendant,1748004082
181701,146530,Captain,1748004082
181701,108207,Purser,1748004082
181701,80358,Flight Attendant,1748004082
181702,250584,Captain,1748004082
181702,337578,Purser,1748004082
181702,127460,Flight Attendant,1748004082
181703,472853,Captain,1748004082
181703,399052,Purser,1748004082
181703,91961,Flight Attendant,1748004083
181704,478379,Captain,1748004083
181704,50269,Purser,1748004083
181704,13236,Flight Attendant,1748004083
181705,472076,Captain,1748004083
181705,297328,Purser,1748004083
181705,114468,Flight Attendant,1748004083
181706,373761,Captain,1748004083
181706,401030,Purser,1748004083
181706,309073,Flight Attendant,1748004083
181707,118003,Captain,1748004083
181707,266873,Purser,1748004083
181707,92117,Flight Attendant,1748004083
181708,182486,Captain,1748004083
181708,128730,Purser,1748004083
181708,119853,Flight Attendant,1748004083
181709,401970,Captain,1748004083
181709,92053,Purser,1748004083
181709,204037,Flight Attendant,1748004083
181710,9653,Captain,1748004083
181710,310549,Purser,1748004083
181710,184986,Flight Attendant,1748004083
181711,405521,Captain,1748004083
181711,451621,Purser,1748004083
181711,54311,Flight Attendant,1748004083
181712,418534,Captain,1748004083
181712,118304,Purser,1748004083
181712,230625,Flight Attendant,1748004083
181713,31799,Captain,1748004083
181713,72432,Purser,1748004083
181713,152957,Flight Attendant,1748004083
181714,264259,Captain,1748004083
181714,132059,Purser,1748004083
181714,88231,Flight Attendant,1748004083
181715,359792,Captain,1748004083
181715,270583,Purser,1748004083
181715,2261,Flight Attendant,1748004083
181716,368421,Captain,1748004083
181716,446999,Purser,1748004083
181716,124354,Flight Attendant,1748004083
181717,466207,Captain,1748004083
181717,475260,Purser,1748004083
181717,268540,Flight Attendant,1748004083
181718,221863,Captain,1748004083
181718,291461,Purser,1748004083
181718,25896,Flight Attendant,1748004083
181719,162723,Captain,1748004083
181719,48979,Purser,1748004083
181719,363260,Flight Attendant,1748004083
181720,143445,Captain,1748004083
181720,24485,Purser,1748004083
181720,318694,Flight Attendant,1748004083
181721,45464,Captain,1748004083
181721,228700,Purser,1748004083
181721,29100,Flight Attendant,1748004083
181722,309011,Captain,1748004083
181722,209466,Purser,1748004083
181722,471254,Flight Attendant,1748004083
181723,466946,Captain,1748004083
181723,499265,Purser,1748004083
181723,416610,Flight Attendant,1748004084
181724,370430,Captain,1748004084
181724,32604,Purser,1748004084
181724,395632,Flight Attendant,1748004084
181725,387986,Captain,1748004084
181725,117165,Purser,1748004084
181725,172053,Flight Attendant,1748004084
181726,331416,Captain,1748004084
181726,215836,Purser,1748004084
181726,80817,Flight Attendant,1748004084
181727,343724,Captain,1748004084
181727,490656,Purser,1748004084
181727,497452,Flight Attendant,1748004084
181728,211805,Captain,1748004084
181728,121131,Purser,1748004084
181728,197125,Flight Attendant,1748004084
181729,323010,Captain,1748004084
181729,363891,Purser,1748004084
181729,269366,Flight Attendant,1748004084
181730,5910,Captain,1748004084
181730,91516,Purser,1748004084
181730,240880,Flight Attendant,1748004084
181731,454052,Captain,1748004084
181731,37564,Purser,1748004084
181731,343004,Flight Attendant,1748004084
181732,77557,Captain,1748004084
181732,186989,Purser,1748004084
181732,211148,Flight Attendant,1748004084
181733,465908,Captain,1748004084
181733,189329,Purser,1748004084
181733,226268,Flight Attendant,1748004084
181734,319499,Captain,1748004084
181734,354318,Purser,1748004084
181734,222487,Flight Attendant,1748004084
181735,492562,Captain,1748004084
181735,323168,Purser,1748004084
181735,332773,Flight Attendant,1748004084
181736,350685,Captain,1748004084
181736,472972,Purser,1748004084
181736,298653,Flight Attendant,1748004084
181737,365753,Captain,1748004084
