OperationalFlightLegID,CrewMemberID,AssignedRole,CreatedAt
1,356608,Captain,1747994348
1,81848,Purser,1747994348
1,48633,Flight Attendant,1747994348
2,80585,Captain,1747994348
2,73356,Purser,1747994348
2,91848,Flight Attendant,1747994348
3,304139,Captain,1747994348
3,189701,Purser,1747994348
3,340234,Flight Attendant,1747994348
4,285228,Captain,1747994348
4,83617,Purser,1747994348
4,300698,Flight Attendant,1747994348
5,369301,Captain,1747994348
5,139130,Purser,1747994348
5,139108,Flight Attendant,1747994348
6,296580,Captain,1747994348
6,172213,Purser,1747994348
6,95959,Flight Attendant,1747994348
7,302036,Captain,1747994348
7,270219,Purser,1747994348
7,265196,Flight Attendant,1747994348
8,335389,Captain,1747994348
8,340330,Purser,1747994348
8,187499,Flight Attendant,1747994348
9,177793,Captain,1747994348
9,496625,Purser,1747994348
9,282714,Flight Attendant,1747994348
10,120236,Captain,1747994349
10,380942,Purser,1747994349
10,264360,Flight Attendant,1747994349
11,433419,Captain,1747994349
11,141421,Purser,1747994349
11,151588,Flight Attendant,1747994349
12,205259,Captain,1747994349
12,222541,Purser,1747994349
12,179919,Flight Attendant,1747994349
13,431507,Captain,1747994349
13,460651,Purser,1747994349
13,375428,Flight Attendant,1747994349
14,135769,Captain,1747994349
14,356402,Purser,1747994349
14,72544,Flight Attendant,1747994349
15,109659,Captain,1747994349
15,147698,Purser,1747994349
15,358883,Flight Attendant,1747994349
16,214078,Captain,1747994349
16,277661,Purser,1747994349
16,326482,Flight Attendant,1747994349
17,89402,Captain,1747994349
17,412529,Purser,1747994349
17,137819,Flight Attendant,1747994349
18,490160,Captain,1747994349
18,99838,Purser,1747994349
18,16901,Flight Attendant,1747994349
19,207203,Captain,1747994349
19,1334,Purser,1747994349
19,385088,Flight Attendant,1747994349
20,252002,Captain,1747994349
20,1267,Purser,1747994349
20,374085,Flight Attendant,1747994349
21,18805,Captain,1747994349
21,143508,Purser,1747994349
21,386267,Flight Attendant,1747994349
22,95848,Captain,1747994349
22,180415,Purser,1747994349
22,363302,Flight Attendant,1747994349
23,482462,Captain,1747994349
23,22185,Purser,1747994349
23,254094,Flight Attendant,1747994349
24,496278,Captain,1747994349
24,493255,Purser,1747994349
24,462648,Flight Attendant,1747994350
25,133532,Captain,1747994350
25,173535,Purser,1747994350
25,453712,Flight Attendant,1747994350
26,144171,Captain,1747994350
26,69849,Purser,1747994350
26,1970,Flight Attendant,1747994350
27,309012,Captain,1747994350
27,92584,Purser,1747994350
27,19939,Flight Attendant,1747994350
28,50645,Captain,1747994350
28,286127,Purser,1747994350
28,216603,Flight Attendant,1747994350
29,314441,Captain,1747994350
29,253644,Purser,1747994350
29,339071,Flight Attendant,1747994350
30,480040,Captain,1747994350
30,199066,Purser,1747994350
30,316850,Flight Attendant,1747994350
31,406226,Captain,1747994350
31,231784,Purser,1747994350
31,473329,Flight Attendant,1747994350
32,423462,Captain,1747994350
32,131710,Purser,1747994350
32,78289,Flight Attendant,1747994350
33,217993,Captain,1747994350
33,191336,Purser,1747994350
33,280828,Flight Attendant,1747994350
34,481234,Captain,1747994350
34,176742,Purser,1747994350
34,226517,Flight Attendant,1747994350
35,497554,Captain,1747994350
35,438351,Purser,1747994350
35,320454,Flight Attendant,1747994350
36,477753,Captain,1747994350
36,282341,Purser,1747994350
36,365256,Flight Attendant,1747994350
37,50540,Captain,1747994350
37,130470,Purser,1747994350
37,194949,Flight Attendant,1747994350
38,451503,Captain,1747994350
38,175887,Purser,1747994350
38,65067,Flight Attendant,1747994350
39,316156,Captain,1747994350
39,4730,Purser,1747994350
39,360221,Flight Attendant,1747994350
40,320323,Captain,1747994350
40,39006,Purser,1747994350
40,182424,Flight Attendant,1747994350
41,347968,Captain,1747994350
41,324111,Purser,1747994351
41,341569,Flight Attendant,1747994351
42,459407,Captain,1747994351
42,98770,Purser,1747994351
42,407188,Flight Attendant,1747994351
43,133708,Captain,1747994351
43,361590,Purser,1747994351
43,191960,Flight Attendant,1747994351
44,405521,Captain,1747994351
44,475933,Purser,1747994351
44,359799,Flight Attendant,1747994351
45,270300,Captain,1747994351
45,12914,Purser,1747994351
45,413378,Flight Attendant,1747994351
46,216193,Captain,1747994351
46,298946,Purser,1747994351
46,429621,Flight Attendant,1747994351
47,268992,Captain,1747994351
47,177371,Purser,1747994351
47,358635,Flight Attendant,1747994351
48,407259,Captain,1747994351
48,415732,Purser,1747994351
48,150260,Flight Attendant,1747994351
49,293189,Captain,1747994351
49,433052,Purser,1747994351
49,305614,Flight Attendant,1747994351
50,452479,Captain,1747994351
50,102591,Purser,1747994351
50,238906,Flight Attendant,1747994351
51,198429,Captain,1747994351
51,107754,Purser,1747994351
51,406692,Flight Attendant,1747994351
52,443680,Captain,1747994351
52,65244,Purser,1747994351
52,424995,Flight Attendant,1747994351
53,199744,Captain,1747994351
53,362028,Purser,1747994351
53,280841,Flight Attendant,1747994351
54,347403,Captain,1747994351
54,245344,Purser,1747994351
54,307925,Flight Attendant,1747994351
55,111878,Captain,1747994351
55,407261,Purser,1747994351
55,274131,Flight Attendant,1747994351
56,417601,Captain,1747994351
56,440860,Purser,1747994351
56,42741,Flight Attendant,1747994351
57,131927,Captain,1747994351
57,421309,Purser,1747994351
57,201170,Flight Attendant,1747994351
58,489313,Captain,1747994352
58,488541,Purser,1747994352
58,442047,Flight Attendant,1747994352
59,451972,Captain,1747994352
59,391333,Purser,1747994352
59,493097,Flight Attendant,1747994352
60,71742,Captain,1747994352
60,283742,Purser,1747994352
60,40946,Flight Attendant,1747994352
61,296529,Captain,1747994352
61,401484,Purser,1747994352
61,295720,Flight Attendant,1747994352
62,123181,Captain,1747994352
62,448444,Purser,1747994352
62,344267,Flight Attendant,1747994352
63,337750,Captain,1747994352
63,129653,Purser,1747994352
63,422738,Flight Attendant,1747994352
64,229876,Captain,1747994352
64,55988,Purser,1747994352
64,260087,Flight Attendant,1747994352
65,484858,Captain,1747994352
65,366122,Purser,1747994352
65,200493,Flight Attendant,1747994352
66,299760,Captain,1747994352
66,148123,Purser,1747994352
66,276434,Flight Attendant,1747994352
67,364344,Captain,1747994352
67,407967,Purser,1747994352
67,321698,Flight Attendant,1747994352
68,104390,Captain,1747994352
68,118929,Purser,1747994352
68,230469,Flight Attendant,1747994352
69,224882,Captain,1747994352
69,348860,Purser,1747994352
69,163906,Flight Attendant,1747994352
70,234675,Captain,1747994352
70,33494,Purser,1747994352
70,102103,Flight Attendant,1747994352
71,388786,Captain,1747994352
71,16764,Purser,1747994353
71,398242,Flight Attendant,1747994353
72,119215,Captain,1747994353
72,309051,Purser,1747994353
72,449128,Flight Attendant,1747994353
73,412783,Captain,1747994353
73,462716,Purser,1747994353
73,53448,Flight Attendant,1747994353
74,43417,Captain,1747994353
74,56236,Purser,1747994353
74,173682,Flight Attendant,1747994353
75,320611,Captain,1747994353
75,409272,Purser,1747994353
75,49665,Flight Attendant,1747994353
76,349113,Captain,1747994353
76,97504,Purser,1747994353
76,81943,Flight Attendant,1747994353
77,260386,Captain,1747994353
77,323764,Purser,1747994353
77,342754,Flight Attendant,1747994353
78,294527,Captain,1747994353
78,81891,Purser,1747994353
78,176279,Flight Attendant,1747994353
79,207230,Captain,1747994353
79,248634,Purser,1747994353
79,265276,Flight Attendant,1747994353
80,216608,Captain,1747994353
80,264162,Purser,1747994353
80,209303,Flight Attendant,1747994353
81,385307,Captain,1747994353
81,445796,Purser,1747994353
81,466672,Flight Attendant,1747994353
82,481044,Captain,1747994353
82,396471,Purser,1747994353
