OperationalFlightLegID,CrewMemberID,AssignedRole,CreatedAt
242334,319760,Purser,1748007303
242334,44920,Flight Attendant,1748007303
242335,422422,Captain,1748007303
242335,385692,Purser,1748007303
242335,199019,Flight Attendant,1748007303
242336,142188,Captain,1748007303
242336,485906,Purser,1748007303
242336,117528,Flight Attendant,1748007303
242337,226509,Captain,1748007303
242337,168462,Purser,1748007303
242337,315243,Flight Attendant,1748007303
242338,391521,Captain,1748007303
242338,112359,Purser,1748007303
242338,299794,Flight Attendant,1748007303
242339,486614,Captain,1748007303
242339,190093,Purser,1748007303
242339,410931,Flight Attendant,1748007304
242340,370293,Captain,1748007304
242340,257472,Purser,1748007304
242340,80224,Flight Attendant,1748007304
242341,154378,Captain,1748007304
242341,204621,Purser,1748007304
242341,162288,Flight Attendant,1748007304
242342,80215,Captain,1748007304
242342,64452,Purser,1748007304
242342,198948,Flight Attendant,1748007304
242343,413118,Captain,1748007304
242343,370212,Purser,1748007304
242343,485729,Flight Attendant,1748007304
242344,292140,Captain,1748007304
242344,82161,Purser,1748007304
242344,416561,Flight Attendant,1748007304
242345,7235,Captain,1748007304
242345,294662,Purser,1748007304
242345,183690,Flight Attendant,1748007304
242346,388648,Captain,1748007304
242346,460023,Purser,1748007304
242346,397783,Flight Attendant,1748007304
242347,78223,Captain,1748007304
242347,274113,Purser,1748007304
242347,337079,Flight Attendant,1748007304
242348,487698,Captain,1748007304
242348,319236,Purser,1748007304
242348,303375,Flight Attendant,1748007304
242349,210532,Captain,1748007304
242349,275395,Purser,1748007304
242349,458337,Flight Attendant,1748007304
242350,389195,Captain,1748007304
242350,278890,Purser,1748007304
242350,342601,Flight Attendant,1748007304
242351,149157,Captain,1748007304
242351,333228,Purser,1748007304
242351,247428,Flight Attendant,1748007304
242352,367480,Captain,1748007304
242352,422824,Purser,1748007304
242352,353588,Flight Attendant,1748007304
242353,79651,Captain,1748007304
242353,108221,Purser,1748007304
242353,239427,Flight Attendant,1748007304
242354,435627,Captain,1748007304
242354,257106,Purser,1748007304
242354,14116,Flight Attendant,1748007304
242355,141433,Captain,1748007304
242355,213279,Purser,1748007304
242355,181749,Flight Attendant,1748007304
242356,229829,Captain,1748007304
242356,64828,Purser,1748007304
242356,140579,Flight Attendant,1748007304
242357,102549,Captain,1748007304
242357,485141,Purser,1748007304
242357,258737,Flight Attendant,1748007304
242358,431845,Captain,1748007304
242358,141876,Purser,1748007304
242358,472875,Flight Attendant,1748007304
242359,207037,Captain,1748007305
242359,285618,Purser,1748007305
242359,293867,Flight Attendant,1748007305
242360,128215,Captain,1748007305
242360,147327,Purser,1748007305
242360,478470,Flight Attendant,1748007305
242361,280086,Captain,1748007305
242361,311788,Purser,1748007305
242361,282131,Flight Attendant,1748007305
242362,117787,Captain,1748007305
242362,451238,Purser,1748007305
242362,408308,Flight Attendant,1748007305
242363,445207,Captain,1748007305
242363,96456,Purser,1748007305
242363,150638,Flight Attendant,1748007305
242364,307983,Captain,1748007305
242364,77466,Purser,1748007305
242364,314550,Flight Attendant,1748007305
242365,193943,Captain,1748007305
242365,416803,Purser,1748007305
242365,30788,Flight Attendant,1748007305
242366,55571,Captain,1748007305
242366,197874,Purser,1748007305
242366,499883,Flight Attendant,1748007305
242367,124054,Captain,1748007305
242367,125931,Purser,1748007305
242367,302502,Flight Attendant,1748007305
242368,156922,Captain,1748007305
242368,379641,Purser,1748007305
242368,269338,Flight Attendant,1748007305
242369,21073,Captain,1748007305
