OperationalFlightLegID,CrewMemberID,AssignedRole,CreatedAt
272667,425245,Flight Attendant,1748008915
272668,491545,Captain,1748008915
272668,49145,Purser,1748008915
272668,381523,Flight Attendant,1748008915
272669,381314,Captain,1748008915
272669,498837,Purser,1748008915
272669,18108,Flight Attendant,1748008915
272670,224224,Captain,1748008915
272670,133031,Purser,1748008915
272670,441257,Flight Attendant,1748008915
272671,307026,Captain,1748008915
272671,476665,Purser,1748008915
272671,31801,Flight Attendant,1748008915
272672,187041,Captain,1748008915
272672,81261,Purser,1748008915
272672,375224,Flight Attendant,1748008915
272673,53038,Captain,1748008915
272673,9751,Purser,1748008915
272673,270967,Flight Attendant,1748008915
272674,300169,Captain,1748008915
272674,162300,Purser,1748008915
272674,413768,Flight Attendant,1748008915
272675,204684,Captain,1748008915
272675,105737,Purser,1748008915
272675,463845,Flight Attendant,1748008915
272676,192641,Captain,1748008915
272676,6042,Purser,1748008915
272676,451583,Flight Attendant,1748008915
272677,178586,Captain,1748008915
272677,84187,Purser,1748008915
272677,96206,Flight Attendant,1748008915
272678,108754,Captain,1748008915
272678,153197,Purser,1748008915
272678,335694,Flight Attendant,1748008915
272679,348165,Captain,1748008915
272679,295504,Purser,1748008915
272679,318335,Flight Attendant,1748008915
272680,148910,Captain,1748008915
272680,2329,Purser,1748008915
272680,363729,Flight Attendant,1748008915
272681,399350,Captain,1748008915
272681,260554,Purser,1748008915
272681,235343,Flight Attendant,1748008915
272682,43000,Captain,1748008915
272682,484634,Purser,1748008915
272682,382339,Flight Attendant,1748008915
272683,272664,Captain,1748008915
272683,438530,Purser,1748008915
272683,99202,Flight Attendant,1748008915
272684,429955,Captain,1748008915
272684,290250,Purser,1748008915
272684,108911,Flight Attendant,1748008915
272685,49319,Captain,1748008915
272685,243219,Purser,1748008915
272685,213719,Flight Attendant,1748008915
272686,33576,Captain,1748008915
272686,439338,Purser,1748008915
272686,125359,Flight Attendant,1748008915
272687,75219,Captain,1748008916
272687,240212,Purser,1748008916
272687,232743,Flight Attendant,1748008916
272688,496430,Captain,1748008916
272688,333723,Purser,1748008916
272688,205462,Flight Attendant,1748008916
272689,310100,Captain,1748008916
272689,87767,Purser,1748008916
272689,424323,Flight Attendant,1748008916
272690,77625,Captain,1748008916
272690,448166,Purser,1748008916
272690,198761,Flight Attendant,1748008916
272691,237561,Captain,1748008916
272691,279950,Purser,1748008916
272691,238918,Flight Attendant,1748008916
272692,357137,Captain,1748008916
272692,107303,Purser,1748008916
272692,256309,Flight Attendant,1748008916
272693,79923,Captain,1748008916
272693,387495,Purser,1748008916
272693,256445,Flight Attendant,1748008916
272694,369959,Captain,1748008916
272694,106654,Purser,1748008916
272694,79069,Flight Attendant,1748008916
272695,158352,Captain,1748008916
272695,480461,Purser,1748008916
272695,19,Flight Attendant,1748008916
272696,83729,Captain,1748008916
272696,333645,Purser,1748008916
272696,101509,Flight Attendant,1748008916
272697,21815,Captain,1748008916
272697,430303,Purser,1748008916
272697,148179,Flight Attendant,1748008916
272698,181891,Captain,1748008916
272698,345663,Purser,1748008916
272698,205500,Flight Attendant,1748008916
272699,342846,Captain,1748008916
272699,421664,Purser,1748008916
272699,3973,Flight Attendant,1748008916
272700,268203,Captain,1748008916
272700,395704,Purser,1748008916
272700,294117,Flight Attendant,1748008916
272701,132484,Captain,1748008916
272701,76751,Purser,1748008916
272701,162579,Flight Attendant,1748008916
272702,457918,Captain,1748008916
272702,34723,Purser,1748008916
272702,452174,Flight Attendant,1748008916
272703,93667,Captain,1748008916
272703,454941,Purser,1748008916
272703,44887,Flight Attendant,1748008916
272704,428142,Captain,1748008916
272704,239141,Purser,1748008916
272704,5887,Flight Attendant,1748008916
272705,498838,Captain,1748008916
272705,75441,Purser,1748008916
272705,15223,Flight Attendant,1748008916
272706,231786,Captain,1748008917
272706,195052,Purser,1748008917
272706,448956,Flight Attendant,1748008917
272707,435979,Captain,1748008917
272707,303095,Purser,1748008917
272707,118692,Flight Attendant,1748008917
272708,457818,Captain,1748008917
272708,161366,Purser,1748008917
272708,433210,Flight Attendant,1748008917
272709,124583,Captain,1748008917
272709,456046,Purser,1748008917
272709,208059,Flight Attendant,1748008917
272710,202873,Captain,1748008917
272710,399352,Purser,1748008917
272710,113588,Flight Attendant,1748008917
272711,105985,Captain,1748008917
272711,218941,Purser,1748008917
272711,266782,Flight Attendant,1748008917
272712,275539,Captain,1748008917
272712,367137,Purser,1748008917
272712,53716,Flight Attendant,1748008917
272713,174983,Captain,1748008917
272713,295309,Purser,1748008917
272713,342242,Flight Attendant,1748008917
272714,77995,Captain,1748008917
272714,395839,Purser,1748008917
272714,145177,Flight Attendant,1748008917
272715,175778,Captain,1748008917
272715,286167,Purser,1748008917
272715,389982,Flight Attendant,1748008917
272716,14804,Captain,1748008917
272716,386103,Purser,1748008917
272716,68417,Flight Attendant,1748008917
272717,62221,Captain,1748008917
272717,494603,Purser,1748008917
272717,132165,Flight Attendant,1748008917
272718,244448,Captain,1748008917
272718,20996,Purser,1748008917
272718,241245,Flight Attendant,1748008917
272719,81148,Captain,1748008917
272719,485767,Purser,1748008917
272719,217862,Flight Attendant,1748008917
272720,456742,Captain,1748008917
272720,4626,Purser,1748008917
272720,284409,Flight Attendant,1748008917
272721,251650,Captain,1748008917
272721,142328,Purser,1748008917
272721,240957,Flight Attendant,1748008917
272722,227451,Captain,1748008917
272722,263053,Purser,1748008917
272722,166323,Flight Attendant,1748008917
272723,427129,Captain,1748008917
272723,55393,Purser,1748008917
272723,89329,Flight Attendant,1748008917
272724,124846,Captain,1748008917
272724,333440,Purser,1748008917
272724,273511,Flight Attendant,1748008917
