OperationalFlightLegID,CrewMemberID,AssignedRole,CreatedAt
99667,110442,Flight Attendant,1747999723
99668,108144,Captain,1747999723
99668,334448,Purser,1747999723
99668,123116,Flight Attendant,1747999723
99669,412473,Captain,1747999723
99669,173444,Purser,1747999723
99669,455905,Flight Attendant,1747999723
99670,444285,Captain,1747999723
99670,280893,Purser,1747999723
99670,70456,Flight Attendant,1747999723
99671,371914,Captain,1747999723
99671,460061,Purser,1747999723
99671,457994,Flight Attendant,1747999723
99672,467973,Captain,1747999723
99672,172048,Purser,1747999723
99672,418392,Flight Attendant,1747999723
99673,195837,Captain,1747999723
99673,263039,Purser,1747999723
99673,392976,Flight Attendant,1747999723
99674,471150,Captain,1747999723
99674,82570,Purser,1747999723
99674,226279,Flight Attendant,1747999723
99675,154174,Captain,1747999723
99675,391585,Purser,1747999723
99675,326593,Flight Attendant,1747999723
99676,390976,Captain,1747999723
99676,242593,Purser,1747999723
99676,222681,Flight Attendant,1747999723
99677,331038,Captain,1747999723
99677,93173,Purser,1747999723
99677,237019,Flight Attendant,1747999723
99678,412863,Captain,1747999723
99678,126095,Purser,1747999723
99678,473329,Flight Attendant,1747999723
99679,281807,Captain,1747999723
99679,186534,Purser,1747999723
99679,436487,Flight Attendant,1747999723
99680,258744,Captain,1747999723
99680,338333,Purser,1747999723
99680,122221,Flight Attendant,1747999723
99681,1372,Captain,1747999723
99681,481235,Purser,1747999723
99681,25590,Flight Attendant,1747999723
99682,57346,Captain,1747999723
99682,477201,Purser,1747999723
99682,395641,Flight Attendant,1747999723
99683,224771,Captain,1747999723
99683,330764,Purser,1747999723
99683,403360,Flight Attendant,1747999723
99684,395801,Captain,1747999723
99684,32693,Purser,1747999723
99684,330623,Flight Attendant,1747999723
99685,471965,Captain,1747999723
99685,31028,Purser,1747999724
99685,402035,Flight Attendant,1747999724
99686,369044,Captain,1747999724
99686,381893,Purser,1747999724
99686,341247,Flight Attendant,1747999724
99687,409891,Captain,1747999724
99687,104820,Purser,1747999724
99687,3327,Flight Attendant,1747999724
99688,401505,Captain,1747999724
99688,171046,Purser,1747999724
99688,233564,Flight Attendant,1747999724
99689,433542,Captain,1747999724
99689,103242,Purser,1747999724
99689,54450,Flight Attendant,1747999724
99690,170462,Captain,1747999724
99690,170490,Purser,1747999724
99690,475615,Flight Attendant,1747999724
99691,146467,Captain,1747999724
99691,126444,Purser,1747999724
99691,123485,Flight Attendant,1747999724
99692,271753,Captain,1747999724
99692,313182,Purser,1747999724
99692,126720,Flight Attendant,1747999724
99693,335248,Captain,1747999724
99693,316641,Purser,1747999724
99693,141685,Flight Attendant,1747999724
99694,126949,Captain,1747999724
99694,66114,Purser,1747999724
99694,406777,Flight Attendant,1747999724
99695,286528,Captain,1747999724
99695,379057,Purser,1747999724
99695,285766,Flight Attendant,1747999724
99696,440251,Captain,1747999724
99696,421686,Purser,1747999724
99696,118403,Flight Attendant,1747999724
99697,176760,Captain,1747999724
99697,391100,Purser,1747999724
99697,395022,Flight Attendant,1747999724
99698,299062,Captain,1747999724
99698,396883,Purser,1747999724
99698,36945,Flight Attendant,1747999724
99699,166517,Captain,1747999724
99699,59975,Purser,1747999724
99699,231464,Flight Attendant,1747999724
99700,351086,Captain,1747999724
99700,162086,Purser,1747999724
99700,477425,Flight Attendant,1747999724
99701,461642,Captain,1747999724
99701,91361,Purser,1747999724
99701,84699,Flight Attendant,1747999724
99702,248139,Captain,1747999724
99702,240953,Purser,1747999724
99702,200861,Flight Attendant,1747999724
99703,173962,Captain,1747999724
99703,470676,Purser,1747999724
99703,159280,Flight Attendant,1747999724
99704,52542,Captain,1747999724
99704,430713,Purser,1747999724
99704,54749,Flight Attendant,1747999725
99705,299548,Captain,1747999725
99705,409488,Purser,1747999725
99705,197944,Flight Attendant,1747999725
99706,271071,Captain,1747999725
99706,448501,Purser,1747999725
99706,17531,Flight Attendant,1747999725
99707,165804,Captain,1747999725
99707,21765,Purser,1747999725
99707,354341,Flight Attendant,1747999725
99708,125358,Captain,1747999725
99708,396585,Purser,1747999725
99708,142637,Flight Attendant,1747999725
99709,332471,Captain,1747999725
99709,379401,Purser,1747999725
99709,496416,Flight Attendant,1747999725
99710,224869,Captain,1747999725
99710,429390,Purser,1747999725
99710,240211,Flight Attendant,1747999725
99711,439438,Captain,1747999725
99711,312303,Purser,1747999725
99711,104030,Flight Attendant,1747999725
99712,465691,Captain,1747999725
99712,148268,Purser,1747999725
99712,240030,Flight Attendant,1747999725
99713,170827,Captain,1747999725
99713,240976,Purser,1747999725
99713,445071,Flight Attendant,1747999725
99714,360659,Captain,1747999725
99714,53494,Purser,1747999725
99714,15457,Flight Attendant,1747999725
99715,459204,Captain,1747999725
99715,115961,Purser,1747999725
99715,275096,Flight Attendant,1747999725
99716,48123,Captain,1747999725
99716,180821,Purser,1747999725
99716,384633,Flight Attendant,1747999725
99717,360948,Captain,1747999725
99717,111181,Purser,1747999725
99717,282333,Flight Attendant,1747999725
99718,284178,Captain,1747999725
99718,132929,Purser,1747999725
99718,478890,Flight Attendant,1747999725
99719,105020,Captain,1747999725
99719,491751,Purser,1747999725
99719,311628,Flight Attendant,1747999725
99720,460072,Captain,1747999725
99720,108563,Purser,1747999725
99720,478081,Flight Attendant,1747999725
99721,402544,Captain,1747999725
99721,435435,Purser,1747999725
99721,430150,Flight Attendant,1747999725
99722,102921,Captain,1747999725
99722,314419,Purser,1747999725
99722,447581,Flight Attendant,1747999725
99723,414205,Captain,1747999725
