OperationalFlightLegID,CrewMemberID,AssignedRole,CreatedAt
166334,243200,Purser,1748003266
166334,96716,Flight Attendant,1748003266
166335,376298,Captain,1748003266
166335,280108,Purser,1748003266
166335,206421,Flight Attendant,1748003266
166336,29228,Captain,1748003266
166336,13276,Purser,1748003266
166336,179000,Flight Attendant,1748003266
166337,97088,Captain,1748003266
166337,347367,Purser,1748003266
166337,494353,Flight Attendant,1748003266
166338,43100,Captain,1748003266
166338,84987,Purser,1748003266
166338,481966,Flight Attendant,1748003266
166339,459861,Captain,1748003267
166339,188777,Purser,1748003267
166339,393374,Flight Attendant,1748003267
166340,18551,Captain,1748003267
166340,464091,Purser,1748003267
166340,5555,Flight Attendant,1748003267
166341,372754,Captain,1748003267
166341,79231,Purser,1748003267
166341,78953,Flight Attendant,1748003267
166342,3687,Captain,1748003267
166342,113225,Purser,1748003267
166342,454905,Flight Attendant,1748003267
166343,66725,Captain,1748003267
166343,94599,Purser,1748003267
166343,175265,Flight Attendant,1748003267
166344,323541,Captain,1748003267
166344,393904,Purser,1748003267
166344,26576,Flight Attendant,1748003267
166345,21807,Captain,1748003267
166345,54630,Purser,1748003267
166345,41909,Flight Attendant,1748003267
166346,352704,Captain,1748003267
166346,494414,Purser,1748003267
166346,219612,Flight Attendant,1748003267
166347,332426,Captain,1748003267
166347,180441,Purser,1748003267
166347,409311,Flight Attendant,1748003267
166348,166891,Captain,1748003267
166348,398009,Purser,1748003267
166348,427742,Flight Attendant,1748003267
166349,36616,Captain,1748003267
166349,178513,Purser,1748003267
166349,224715,Flight Attendant,1748003267
166350,424390,Captain,1748003267
166350,247839,Purser,1748003267
166350,471466,Flight Attendant,1748003267
166351,467877,Captain,1748003267
166351,160940,Purser,1748003267
166351,488035,Flight Attendant,1748003267
166352,215550,Captain,1748003267
166352,56343,Purser,1748003267
166352,110469,Flight Attendant,1748003267
166353,433420,Captain,1748003267
166353,250711,Purser,1748003267
166353,170587,Flight Attendant,1748003267
166354,179772,Captain,1748003267
166354,467132,Purser,1748003267
166354,367492,Flight Attendant,1748003267
166355,402979,Captain,1748003267
166355,178915,Purser,1748003267
166355,175668,Flight Attendant,1748003267
166356,469619,Captain,1748003267
166356,148604,Purser,1748003267
166356,335996,Flight Attendant,1748003267
166357,499899,Captain,1748003267
166357,127204,Purser,1748003267
166357,296718,Flight Attendant,1748003267
166358,52250,Captain,1748003267
166358,222452,Purser,1748003268
166358,218320,Flight Attendant,1748003268
166359,345474,Captain,1748003268
166359,329028,Purser,1748003268
166359,222472,Flight Attendant,1748003268
166360,379884,Captain,1748003268
166360,132408,Purser,1748003268
166360,293883,Flight Attendant,1748003268
166361,362398,Captain,1748003268
166361,104158,Purser,1748003268
166361,54316,Flight Attendant,1748003268
166362,210705,Captain,1748003268
166362,170878,Purser,1748003268
166362,7098,Flight Attendant,1748003268
166363,339131,Captain,1748003268
166363,23642,Purser,1748003268
166363,400694,Flight Attendant,1748003268
166364,57311,Captain,1748003268
166364,98038,Purser,1748003268
166364,243626,Flight Attendant,1748003268
166365,296253,Captain,1748003268
166365,348284,Purser,1748003268
