OperationalFlightLegID,CrewMemberID,AssignedRole,CreatedAt
333167,123099,Flight Attendant,1748012139
333168,20922,Captain,1748012139
333168,15584,Purser,1748012139
333168,146411,Flight Attendant,1748012139
333169,40373,Captain,1748012139
333169,36109,Purser,1748012139
333169,473315,Flight Attendant,1748012139
333170,149271,Captain,1748012139
333170,438334,Purser,1748012139
333170,222226,Flight Attendant,1748012139
333171,70013,Captain,1748012139
333171,27660,Purser,1748012139
333171,296287,Flight Attendant,1748012139
333172,422340,Captain,1748012139
333172,195339,Purser,1748012139
333172,70449,Flight Attendant,1748012139
333173,29228,Captain,1748012139
333173,377899,Purser,1748012139
333173,330902,Flight Attendant,1748012139
333174,388962,Captain,1748012139
333174,172710,Purser,1748012139
333174,180627,Flight Attendant,1748012139
333175,141175,Captain,1748012139
333175,317509,Purser,1748012139
333175,145454,Flight Attendant,1748012139
333176,375115,Captain,1748012139
333176,350630,Purser,1748012139
333176,284409,Flight Attendant,1748012139
333177,2211,Captain,1748012139
333177,293767,Purser,1748012139
333177,112722,Flight Attendant,1748012139
333178,329972,Captain,1748012139
333178,70589,Purser,1748012140
333178,241239,Flight Attendant,1748012140
333179,390510,Captain,1748012140
333179,51231,Purser,1748012140
333179,376147,Flight Attendant,1748012140
333180,126760,Captain,1748012140
333180,278354,Purser,1748012140
333180,228684,Flight Attendant,1748012140
333181,141771,Captain,1748012140
333181,35359,Purser,1748012140
333181,360700,Flight Attendant,1748012140
333182,345106,Captain,1748012140
333182,88210,Purser,1748012140
333182,314538,Flight Attendant,1748012140
333183,349603,Captain,1748012140
333183,418087,Purser,1748012140
333183,367339,Flight Attendant,1748012140
333184,304551,Captain,1748012140
333184,230838,Purser,1748012140
333184,266990,Flight Attendant,1748012140
333185,49765,Captain,1748012140
333185,262932,Purser,1748012140
333185,264339,Flight Attendant,1748012140
333186,294370,Captain,1748012140
333186,258800,Purser,1748012140
333186,375060,Flight Attendant,1748012140
333187,93085,Captain,1748012140
333187,281845,Purser,1748012140
333187,353416,Flight Attendant,1748012140
333188,246113,Captain,1748012140
333188,405153,Purser,1748012140
333188,318787,Flight Attendant,1748012140
333189,69912,Captain,1748012140
333189,26806,Purser,1748012140
333189,400935,Flight Attendant,1748012140
333190,92320,Captain,1748012140
333190,212963,Purser,1748012140
333190,301493,Flight Attendant,1748012140
333191,346651,Captain,1748012140
333191,435400,Purser,1748012140
333191,387736,Flight Attendant,1748012140
333192,294680,Captain,1748012140
333192,271311,Purser,1748012140
333192,464779,Flight Attendant,1748012140
333193,134135,Captain,1748012140
333193,408293,Purser,1748012140
333193,110365,Flight Attendant,1748012140
333194,16756,Captain,1748012140
333194,286813,Purser,1748012140
333194,251358,Flight Attendant,1748012140
333195,201736,Captain,1748012140
333195,121468,Purser,1748012140
333195,468455,Flight Attendant,1748012140
333196,176674,Captain,1748012140
333196,217531,Purser,1748012140
333196,378381,Flight Attendant,1748012140
333197,268720,Captain,1748012140
333197,319146,Purser,1748012141
333197,131370,Flight Attendant,1748012141
333198,180601,Captain,1748012141
333198,359590,Purser,1748012141
333198,329088,Flight Attendant,1748012141
333199,499940,Captain,1748012141
333199,450943,Purser,1748012141
333199,165190,Flight Attendant,1748012141
333200,420187,Captain,1748012141
333200,294753,Purser,1748012141
333200,419671,Flight Attendant,1748012141
333201,232453,Captain,1748012141
333201,386245,Purser,1748012141
333201,222680,Flight Attendant,1748012141
333202,458045,Captain,1748012141
333202,10710,Purser,1748012141
333202,296000,Flight Attendant,1748012141
333203,140600,Captain,1748012141
333203,46746,Purser,1748012141
333203,319131,Flight Attendant,1748012141
333204,208544,Captain,1748012141
333204,80546,Purser,1748012141
